fac_sex_female,fac_sex_male,fac_ses_lower,fac_ses_upper,fac_immigrant_no,fac_immigrant_yes,num_birthdate,fac_parish,time,event
1.0,0.0,1.0,0.0,1.0,0.0,1814.617,5.0,30.0,0
1.0,0.0,1.0,0.0,0.0,1.0,1765.196,5.0,25.023,1
1.0,0.0,1.0,0.0,1.0,0.0,1833.144,5.0,11.686999999999998,0
0.0,1.0,1.0,0.0,1.0,0.0,1835.756,5.0,9.075000000000005,0
1.0,0.0,1.0,0.0,1.0,0.0,1842.234,5.0,2.5970000000000013,0
1.0,0.0,0.0,1.0,0.0,1.0,1764.75,5.0,24.122,1
1.0,0.0,1.0,0.0,1.0,0.0,1791.587,5.0,7.435000000000002,1
0.0,1.0,1.0,0.0,0.0,1.0,1825.426,5.0,8.512999999999998,0
0.0,1.0,1.0,0.0,0.0,1.0,1838.825,5.0,6.005000000000003,0
0.0,1.0,1.0,0.0,1.0,0.0,1807.469,5.0,26.271,1
0.0,1.0,1.0,0.0,1.0,0.0,1809.478,5.0,30.0,0
1.0,0.0,0.0,1.0,0.0,1.0,1840.986,5.0,3.844999999999999,0
0.0,1.0,1.0,0.0,0.0,1.0,1800.394,5.0,30.0,0
1.0,0.0,1.0,0.0,0.0,1.0,1804.969,5.0,21.581000000000003,1
0.0,1.0,1.0,0.0,0.0,1.0,1829.257,5.0,11.573999999999998,0
1.0,0.0,1.0,0.0,1.0,0.0,1793.949,5.0,22.953000000000003,1
0.0,1.0,1.0,0.0,0.0,1.0,1836.676,5.0,8.155000000000001,0
1.0,0.0,1.0,0.0,0.0,1.0,1839.923,5.0,4.908000000000001,0
1.0,0.0,1.0,0.0,1.0,0.0,1784.263,5.0,8.835999999999999,1
1.0,0.0,1.0,0.0,0.0,1.0,1771.395,5.0,11.459000000000003,1
1.0,0.0,1.0,0.0,0.0,1.0,1832.129,5.0,12.701999999999998,0
1.0,0.0,1.0,0.0,0.0,1.0,1835.376,5.0,9.454999999999998,0
1.0,0.0,1.0,0.0,0.0,1.0,1770.226,5.0,13.789,1
0.0,1.0,1.0,0.0,0.0,1.0,1840.463,5.0,4.368000000000002,0
1.0,0.0,1.0,0.0,1.0,0.0,1837.306,5.0,7.524999999999999,0
1.0,0.0,1.0,0.0,1.0,0.0,1841.454,5.0,3.3770000000000024,0
1.0,0.0,1.0,0.0,1.0,0.0,1844.383,5.0,0.4480000000000004,0
1.0,0.0,1.0,0.0,1.0,0.0,1763.617,5.0,15.998999999999995,1
1.0,0.0,1.0,0.0,0.0,1.0,1825.106,5.0,6.820999999999998,1
1.0,0.0,1.0,0.0,0.0,1.0,1844.312,5.0,0.5189999999999984,0
1.0,0.0,1.0,0.0,1.0,0.0,1816.277,5.0,16.549000000000007,1
0.0,1.0,1.0,0.0,1.0,0.0,1834.218,5.0,10.613,0
1.0,0.0,1.0,0.0,1.0,0.0,1836.791,5.0,8.04,0
0.0,1.0,1.0,0.0,0.0,1.0,1831.83,5.0,13.000999999999998,0
1.0,0.0,1.0,0.0,1.0,0.0,1840.906,5.0,3.924999999999997,0
1.0,0.0,1.0,0.0,1.0,0.0,1776.014,5.0,7.207000000000001,1
1.0,0.0,0.0,1.0,0.0,1.0,1800.011,5.0,15.894999999999996,1
0.0,1.0,1.0,0.0,0.0,1.0,1800.268,5.0,17.153999999999996,1
1.0,0.0,1.0,0.0,0.0,1.0,1799.118,5.0,20.040000000000006,1
0.0,1.0,1.0,0.0,0.0,1.0,1796.772,5.0,30.0,0
1.0,0.0,1.0,0.0,1.0,0.0,1805.717,5.0,19.383,1
0.0,1.0,1.0,0.0,0.0,1.0,1764.816,5.0,16.119,1
1.0,0.0,1.0,0.0,1.0,0.0,1763.677,5.0,29.696,1
1.0,0.0,1.0,0.0,1.0,0.0,1768.463,5.0,21.739999999999995,1
0.0,1.0,1.0,0.0,1.0,0.0,1805.914,5.0,20.168000000000006,1
0.0,1.0,0.0,1.0,1.0,0.0,1768.085,5.0,24.642,1
0.0,1.0,0.0,1.0,1.0,0.0,1771.485,5.0,10.738999999999995,1
0.0,1.0,1.0,0.0,0.0,1.0,1781.517,5.0,3.097999999999999,1
0.0,1.0,1.0,0.0,0.0,1.0,1809.854,5.0,26.620999999999995,1
1.0,0.0,1.0,0.0,0.0,1.0,1821.574,5.0,14.900999999999996,0
0.0,1.0,0.0,1.0,0.0,1.0,1821.859,5.0,22.972,0
1.0,0.0,1.0,0.0,1.0,0.0,1775.151,5.0,17.703999999999994,1
1.0,0.0,1.0,0.0,1.0,0.0,1782.278,5.0,27.982,1
1.0,0.0,0.0,1.0,1.0,0.0,1784.539,5.0,1.814,1
0.0,1.0,1.0,0.0,0.0,1.0,1765.235,5.0,30.0,0
1.0,0.0,1.0,0.0,0.0,1.0,1763.11,5.0,27.834000000000003,1
1.0,0.0,1.0,0.0,1.0,0.0,1803.502,5.0,30.0,0
0.0,1.0,1.0,0.0,0.0,1.0,1812.775,5.0,2.145000000000003,1
0.0,1.0,1.0,0.0,1.0,0.0,1763.877,5.0,11.372,1
0.0,1.0,1.0,0.0,1.0,0.0,1781.591,5.0,19.169,1
0.0,1.0,1.0,0.0,0.0,1.0,1821.284,5.0,23.547,0
1.0,0.0,0.0,1.0,1.0,0.0,1796.517,5.0,22.742000000000004,1
0.0,1.0,1.0,0.0,0.0,1.0,1778.152,5.0,13.173000000000002,1
0.0,1.0,1.0,0.0,1.0,0.0,1826.94,5.0,17.89,0
0.0,1.0,1.0,0.0,1.0,0.0,1839.614,5.0,5.216999999999999,0
0.0,1.0,1.0,0.0,0.0,1.0,1818.215,5.0,25.836,1
0.0,1.0,1.0,0.0,1.0,0.0,1772.271,5.0,22.66,1
0.0,1.0,1.0,0.0,1.0,0.0,1805.558,5.0,26.623999999999995,1
0.0,1.0,0.0,1.0,0.0,1.0,1774.341,5.0,17.682000000000002,1
1.0,0.0,1.0,0.0,1.0,0.0,1764.775,5.0,9.337000000000003,1
0.0,1.0,0.0,1.0,1.0,0.0,1774.546,5.0,0.6450000000000031,1
0.0,1.0,1.0,0.0,1.0,0.0,1773.851,5.0,0.4530000000000029,0
1.0,0.0,1.0,0.0,1.0,0.0,1778.125,5.0,30.0,0
1.0,0.0,1.0,0.0,0.0,1.0,1769.251,5.0,12.423000000000002,1
0.0,1.0,1.0,0.0,1.0,0.0,1800.969,5.0,30.0,0
1.0,0.0,1.0,0.0,1.0,0.0,1806.752,5.0,29.283,1
0.0,1.0,1.0,0.0,1.0,0.0,1811.17,5.0,7.362999999999999,1
1.0,0.0,1.0,0.0,1.0,0.0,1813.073,5.0,30.0,0
1.0,0.0,1.0,0.0,0.0,1.0,1822.765,5.0,16.647999999999996,1
1.0,0.0,0.0,1.0,1.0,0.0,1775.107,5.0,28.782,1
1.0,0.0,1.0,0.0,1.0,0.0,1797.15,5.0,6.338999999999999,1
0.0,1.0,1.0,0.0,0.0,1.0,1819.326,5.0,25.504000000000005,0
1.0,0.0,1.0,0.0,1.0,0.0,1770.133,5.0,19.922,1
0.0,1.0,0.0,1.0,1.0,0.0,1780.813,5.0,11.018,0
1.0,0.0,0.0,1.0,1.0,0.0,1783.45,5.0,4.381999999999998,0
0.0,1.0,1.0,0.0,1.0,0.0,1791.584,5.0,9.403,0
0.0,1.0,1.0,0.0,1.0,0.0,1809.654,5.0,11.177,0
1.0,0.0,0.0,1.0,0.0,1.0,1779.844,5.0,28.986999999999995,0
0.0,1.0,1.0,0.0,1.0,0.0,1823.611,5.0,21.22,0
1.0,0.0,1.0,0.0,0.0,1.0,1837.257,5.0,7.573999999999998,0
1.0,0.0,1.0,0.0,1.0,0.0,1776.674,5.0,29.039,1
1.0,0.0,1.0,0.0,0.0,1.0,1812.786,5.0,30.0,0
0.0,1.0,1.0,0.0,0.0,1.0,1829.125,5.0,1.7860000000000014,1
0.0,1.0,1.0,0.0,0.0,1.0,1843.025,5.0,1.8059999999999967,0
1.0,0.0,1.0,0.0,0.0,1.0,1771.633,5.0,15.78,1
1.0,0.0,1.0,0.0,1.0,0.0,1807.398,5.0,23.435,0
0.0,1.0,1.0,0.0,0.0,1.0,1795.025,5.0,7.566000000000002,1
0.0,1.0,0.0,1.0,1.0,0.0,1818.626,5.0,26.361000000000004,0
0.0,1.0,0.0,1.0,0.0,1.0,1798.938,5.0,0.4179999999999992,0
0.0,1.0,1.0,0.0,1.0,0.0,1820.783,5.0,24.048,0
1.0,0.0,1.0,0.0,1.0,0.0,1783.272,5.0,28.477999999999994,1
1.0,0.0,1.0,0.0,0.0,1.0,1774.962,5.0,7.253999999999998,1
1.0,0.0,1.0,0.0,1.0,0.0,1828.474,5.0,2.914000000000001,0
1.0,0.0,1.0,0.0,0.0,1.0,1794.845,5.0,24.511,1
0.0,1.0,1.0,0.0,1.0,0.0,1834.283,5.0,10.465000000000003,1
0.0,1.0,1.0,0.0,0.0,1.0,1821.952,5.0,22.183000000000007,1
1.0,0.0,1.0,0.0,0.0,1.0,1827.201,5.0,17.629999999999995,0
1.0,0.0,1.0,0.0,0.0,1.0,1794.623,5.0,0.6689999999999969,1
1.0,0.0,1.0,0.0,1.0,0.0,1822.998,5.0,21.833,0
0.0,1.0,1.0,0.0,0.0,1.0,1785.878,5.0,22.745000000000005,1
1.0,0.0,1.0,0.0,0.0,1.0,1787.778,5.0,5.350999999999999,1
0.0,1.0,1.0,0.0,0.0,1.0,1829.979,5.0,14.851,0
0.0,1.0,1.0,0.0,1.0,0.0,1782.888,5.0,28.849999999999994,1
1.0,0.0,1.0,0.0,0.0,1.0,1806.71,5.0,18.251999999999995,1
0.0,1.0,0.0,1.0,1.0,0.0,1831.143,5.0,13.688000000000002,0
0.0,1.0,1.0,0.0,1.0,0.0,1833.613,5.0,11.218000000000004,0
1.0,0.0,1.0,0.0,1.0,0.0,1841.996,5.0,2.835000000000001,0
1.0,0.0,1.0,0.0,0.0,1.0,1817.407,5.0,11.631999999999998,1
1.0,0.0,0.0,1.0,0.0,1.0,1839.587,5.0,5.244,0
1.0,0.0,0.0,1.0,1.0,0.0,1788.925,5.0,10.906,0
1.0,0.0,1.0,0.0,1.0,0.0,1791.384,5.0,0.7000000000000028,1
1.0,0.0,1.0,0.0,0.0,1.0,1822.45,5.0,20.552000000000007,1
1.0,0.0,1.0,0.0,0.0,1.0,1831.305,5.0,13.526000000000003,0
1.0,0.0,0.0,1.0,1.0,0.0,1778.771,5.0,10.317999999999998,1
0.0,1.0,1.0,0.0,1.0,0.0,1788.616,5.0,30.0,0
0.0,1.0,1.0,0.0,0.0,1.0,1814.004,5.0,4.341000000000001,1
1.0,0.0,1.0,0.0,0.0,1.0,1828.799,5.0,1.0309999999999988,0
1.0,0.0,1.0,0.0,1.0,0.0,1764.235,5.0,2.7150000000000034,0
0.0,1.0,0.0,1.0,1.0,0.0,1819.661,5.0,10.838,1
1.0,0.0,1.0,0.0,1.0,0.0,1789.407,5.0,4.887999999999998,0
0.0,1.0,1.0,0.0,1.0,0.0,1790.724,5.0,10.381,1
1.0,0.0,0.0,1.0,1.0,0.0,1777.711,5.0,22.444000000000003,1
1.0,0.0,1.0,0.0,0.0,1.0,1781.166,5.0,20.836,1
0.0,1.0,0.0,1.0,0.0,1.0,1767.775,5.0,4.055999999999997,0
1.0,0.0,0.0,1.0,0.0,1.0,1805.062,5.0,23.194000000000003,1
1.0,0.0,0.0,1.0,0.0,1.0,1838.554,5.0,6.277000000000001,0
1.0,0.0,1.0,0.0,0.0,1.0,1763.595,5.0,4.527000000000001,1
0.0,1.0,1.0,0.0,1.0,0.0,1812.635,5.0,28.094,1
1.0,0.0,1.0,0.0,0.0,1.0,1821.347,5.0,3.3029999999999973,1
0.0,1.0,0.0,1.0,0.0,1.0,1784.893,5.0,27.552000000000007,1
1.0,0.0,0.0,1.0,0.0,1.0,1787.165,5.0,16.179000000000002,1
1.0,0.0,1.0,0.0,1.0,0.0,1798.04,5.0,8.018,1
1.0,0.0,1.0,0.0,0.0,1.0,1793.999,5.0,16.308000000000007,1
0.0,1.0,1.0,0.0,1.0,0.0,1763.228,5.0,10.709000000000003,1
1.0,0.0,1.0,0.0,0.0,1.0,1816.129,5.0,2.9990000000000023,1
0.0,1.0,1.0,0.0,0.0,1.0,1807.852,5.0,25.510000000000005,1
0.0,1.0,1.0,0.0,1.0,0.0,1824.583,5.0,20.248000000000005,0
0.0,1.0,1.0,0.0,0.0,1.0,1818.012,5.0,5.969999999999999,1
1.0,0.0,1.0,0.0,1.0,0.0,1768.101,5.0,29.901,1
0.0,1.0,1.0,0.0,0.0,1.0,1769.812,5.0,19.703000000000003,0
1.0,0.0,1.0,0.0,1.0,0.0,1800.912,5.0,7.451,1
1.0,0.0,1.0,0.0,1.0,0.0,1804.389,5.0,27.555000000000007,1
0.0,1.0,1.0,0.0,1.0,0.0,1821.202,5.0,23.629000000000005,0
1.0,0.0,1.0,0.0,0.0,1.0,1817.988,5.0,26.843000000000004,0
0.0,1.0,1.0,0.0,0.0,1.0,1818.546,5.0,11.201999999999998,0
0.0,1.0,1.0,0.0,0.0,1.0,1821.476,5.0,23.355000000000004,0
1.0,0.0,1.0,0.0,0.0,1.0,1822.363,5.0,16.709999999999994,1
1.0,0.0,1.0,0.0,0.0,1.0,1800.832,5.0,11.999000000000002,0
0.0,1.0,1.0,0.0,1.0,0.0,1776.115,5.0,30.0,0
1.0,0.0,1.0,0.0,0.0,1.0,1776.791,5.0,28.322000000000003,1
0.0,1.0,1.0,0.0,0.0,1.0,1815.641,5.0,29.19,0
1.0,0.0,1.0,0.0,0.0,1.0,1816.597,5.0,28.233999999999995,0
1.0,0.0,1.0,0.0,0.0,1.0,1816.786,5.0,7.045999999999999,0
1.0,0.0,1.0,0.0,1.0,0.0,1768.23,5.0,14.646,1
0.0,1.0,1.0,0.0,1.0,0.0,1778.327,5.0,1.061,0
0.0,1.0,0.0,1.0,1.0,0.0,1792.966,5.0,19.180000000000007,1
0.0,1.0,1.0,0.0,1.0,0.0,1794.686,5.0,6.969000000000001,1
1.0,0.0,1.0,0.0,1.0,0.0,1797.172,5.0,3.094999999999999,1
0.0,1.0,1.0,0.0,1.0,0.0,1800.315,5.0,30.0,0
0.0,1.0,0.0,1.0,0.0,1.0,1772.687,5.0,17.564999999999998,1
0.0,1.0,1.0,0.0,1.0,0.0,1836.83,5.0,8.000999999999998,0
0.0,1.0,1.0,0.0,0.0,1.0,1819.789,5.0,23.834000000000003,1
1.0,0.0,1.0,0.0,1.0,0.0,1813.774,5.0,30.0,0
0.0,1.0,1.0,0.0,0.0,1.0,1765.81,5.0,1.466000000000001,1
1.0,0.0,1.0,0.0,1.0,0.0,1810.99,5.0,19.916,1
0.0,1.0,1.0,0.0,0.0,1.0,1781.719,5.0,23.492000000000004,1
1.0,0.0,1.0,0.0,1.0,0.0,1813.599,5.0,30.0,0
0.0,1.0,1.0,0.0,1.0,0.0,1816.698,5.0,25.254999999999995,1
1.0,0.0,1.0,0.0,0.0,1.0,1803.094,5.0,22.873000000000005,1
1.0,0.0,1.0,0.0,1.0,0.0,1822.47,5.0,18.966,0
0.0,1.0,1.0,0.0,1.0,0.0,1811.978,5.0,28.03700000000001,1
1.0,0.0,1.0,0.0,0.0,1.0,1791.157,5.0,27.029,1
1.0,0.0,1.0,0.0,1.0,0.0,1820.219,5.0,24.611999999999995,0
1.0,0.0,1.0,0.0,1.0,0.0,1827.674,5.0,17.156999999999996,0
0.0,1.0,1.0,0.0,0.0,1.0,1840.457,5.0,1.3729999999999976,0
1.0,0.0,1.0,0.0,1.0,0.0,1806.253,5.0,8.308,1
1.0,0.0,1.0,0.0,1.0,0.0,1817.112,5.0,15.459000000000003,1
1.0,0.0,1.0,0.0,0.0,1.0,1807.08,5.0,4.908000000000001,1
1.0,0.0,1.0,0.0,0.0,1.0,1829.739,5.0,15.092,0
1.0,0.0,1.0,0.0,0.0,1.0,1763.688,5.0,17.242000000000004,1
0.0,1.0,1.0,0.0,1.0,0.0,1803.184,5.0,6.761000000000003,1
0.0,1.0,1.0,0.0,1.0,0.0,1816.485,5.0,26.589,1
1.0,0.0,1.0,0.0,0.0,1.0,1791.083,5.0,30.0,0
1.0,0.0,1.0,0.0,0.0,1.0,1785.435,5.0,30.0,0
1.0,0.0,1.0,0.0,1.0,0.0,1816.148,5.0,28.683000000000007,0
1.0,0.0,1.0,0.0,1.0,0.0,1823.288,5.0,1.5429999999999993,0
1.0,0.0,1.0,0.0,1.0,0.0,1797.966,5.0,19.733000000000004,1
1.0,0.0,1.0,0.0,1.0,0.0,1803.255,5.0,24.168000000000006,1
0.0,1.0,1.0,0.0,1.0,0.0,1833.996,5.0,2.835000000000001,0
0.0,1.0,1.0,0.0,0.0,1.0,1772.509,5.0,21.65000000000001,1
1.0,0.0,1.0,0.0,0.0,1.0,1773.544,5.0,2.183,1
0.0,1.0,0.0,1.0,0.0,1.0,1773.593,5.0,20.428,1
1.0,0.0,0.0,1.0,0.0,1.0,1779.28,5.0,15.552000000000008,0
0.0,1.0,1.0,0.0,0.0,1.0,1790.565,5.0,17.379000000000005,1
1.0,0.0,1.0,0.0,0.0,1.0,1792.778,5.0,1.9429999999999976,1
0.0,1.0,1.0,0.0,1.0,0.0,1824.797,5.0,20.03400000000001,0
0.0,1.0,1.0,0.0,1.0,0.0,1763.751,5.0,17.149,1
0.0,1.0,0.0,1.0,1.0,0.0,1766.877,5.0,21.53700000000001,1
1.0,0.0,0.0,1.0,1.0,0.0,1780.704,5.0,3.128,0
1.0,0.0,1.0,0.0,1.0,0.0,1789.279,5.0,24.015,1
0.0,1.0,1.0,0.0,1.0,0.0,1799.403,5.0,22.085,1
1.0,0.0,1.0,0.0,0.0,1.0,1826.888,5.0,17.942999999999998,0
1.0,0.0,1.0,0.0,1.0,0.0,1795.838,5.0,10.789,1
0.0,1.0,1.0,0.0,0.0,1.0,1829.596,5.0,2.905999999999999,1
0.0,1.0,1.0,0.0,1.0,0.0,1832.175,5.0,4.939999999999998,1
1.0,0.0,1.0,0.0,0.0,1.0,1833.728,5.0,8.103000000000002,0
0.0,1.0,1.0,0.0,0.0,1.0,1840.077,5.0,4.753999999999998,0
1.0,0.0,0.0,1.0,1.0,0.0,1772.43,5.0,14.941999999999991,1
1.0,0.0,1.0,0.0,1.0,0.0,1766.664,5.0,16.403999999999996,1
0.0,1.0,1.0,0.0,1.0,0.0,1818.678,5.0,19.837000000000003,1
1.0,0.0,1.0,0.0,1.0,0.0,1822.089,5.0,12.335,1
1.0,0.0,1.0,0.0,1.0,0.0,1780.082,5.0,17.912000000000006,1
1.0,0.0,1.0,0.0,1.0,0.0,1819.888,5.0,24.943,0
0.0,1.0,1.0,0.0,0.0,1.0,1825.897,5.0,14.933999999999996,0
1.0,0.0,1.0,0.0,0.0,1.0,1821.758,5.0,6.216000000000001,1
1.0,0.0,1.0,0.0,0.0,1.0,1844.211,5.0,0.6199999999999974,0
1.0,0.0,1.0,0.0,1.0,0.0,1794.116,5.0,4.756999999999998,1
0.0,1.0,0.0,1.0,1.0,0.0,1795.964,5.0,17.290999999999997,1
0.0,1.0,1.0,0.0,1.0,0.0,1812.145,5.0,1.0769999999999982,1
0.0,1.0,1.0,0.0,1.0,0.0,1821.643,5.0,17.458,1
0.0,1.0,1.0,0.0,1.0,0.0,1779.611,5.0,10.975,1
1.0,0.0,1.0,0.0,1.0,0.0,1793.185,5.0,12.055999999999996,1
0.0,1.0,0.0,1.0,1.0,0.0,1785.812,5.0,11.673000000000002,1
1.0,0.0,1.0,0.0,1.0,0.0,1796.235,5.0,25.636,1
0.0,1.0,1.0,0.0,0.0,1.0,1789.295,5.0,29.974999999999994,1
1.0,0.0,1.0,0.0,0.0,1.0,1788.693,5.0,25.332,1
0.0,1.0,1.0,0.0,1.0,0.0,1820.849,5.0,23.982,0
0.0,1.0,1.0,0.0,0.0,1.0,1827.54,5.0,13.290999999999997,0
0.0,1.0,1.0,0.0,0.0,1.0,1810.248,5.0,8.585,0
0.0,1.0,1.0,0.0,0.0,1.0,1825.791,5.0,19.040000000000006,0
1.0,0.0,0.0,1.0,0.0,1.0,1832.832,5.0,3.3200000000000003,1
0.0,1.0,1.0,0.0,0.0,1.0,1835.31,5.0,9.521,0
1.0,0.0,1.0,0.0,0.0,1.0,1838.943,5.0,5.887999999999998,0
1.0,0.0,1.0,0.0,1.0,0.0,1825.385,5.0,7.9709999999999965,1
0.0,1.0,0.0,1.0,1.0,0.0,1804.627,5.0,25.521,1
1.0,0.0,0.0,1.0,1.0,0.0,1768.964,5.0,8.052999999999997,1
1.0,0.0,1.0,0.0,0.0,1.0,1801.845,5.0,30.0,0
0.0,1.0,1.0,0.0,0.0,1.0,1763.157,5.0,26.687,1
0.0,1.0,1.0,0.0,1.0,0.0,1800.786,5.0,12.344,1
1.0,0.0,1.0,0.0,0.0,1.0,1777.736,5.0,14.096000000000004,0
1.0,0.0,0.0,1.0,0.0,1.0,1810.289,5.0,26.129000000000005,1
0.0,1.0,1.0,0.0,1.0,0.0,1839.283,5.0,1.2090000000000032,0
0.0,1.0,0.0,1.0,0.0,1.0,1804.183,5.0,30.0,0
0.0,1.0,1.0,0.0,1.0,0.0,1816.608,5.0,28.223,0
1.0,0.0,1.0,0.0,0.0,1.0,1842.522,5.0,2.308999999999997,0
0.0,1.0,1.0,0.0,0.0,1.0,1786.229,5.0,19.914,1
1.0,0.0,1.0,0.0,1.0,0.0,1771.671,5.0,5.588999999999999,1
1.0,0.0,0.0,1.0,1.0,0.0,1778.324,5.0,30.0,0
0.0,1.0,0.0,1.0,1.0,0.0,1788.561,5.0,9.420000000000002,1
0.0,1.0,0.0,1.0,1.0,0.0,1783.044,5.0,24.491,1
0.0,1.0,1.0,0.0,1.0,0.0,1793.703,5.0,14.388999999999996,1
1.0,0.0,0.0,1.0,1.0,0.0,1774.831,5.0,12.779000000000003,1
0.0,1.0,1.0,0.0,0.0,1.0,1785.388,5.0,8.648000000000003,1
1.0,0.0,1.0,0.0,0.0,1.0,1788.928,5.0,28.437,1
0.0,1.0,1.0,0.0,0.0,1.0,1773.144,5.0,24.779,1
0.0,1.0,1.0,0.0,1.0,0.0,1802.626,5.0,12.461,1
1.0,0.0,1.0,0.0,0.0,1.0,1764.312,5.0,30.0,0
0.0,1.0,1.0,0.0,0.0,1.0,1764.17,5.0,7.661999999999999,0
0.0,1.0,1.0,0.0,0.0,1.0,1779.121,5.0,2.901000000000004,1
1.0,0.0,1.0,0.0,0.0,1.0,1835.452,5.0,9.378999999999998,0
1.0,0.0,1.0,0.0,0.0,1.0,1825.38,5.0,19.451,0
0.0,1.0,1.0,0.0,1.0,0.0,1836.958,5.0,7.872999999999997,0
1.0,0.0,1.0,0.0,0.0,1.0,1814.015,5.0,26.53100000000001,1
1.0,0.0,1.0,0.0,1.0,0.0,1837.095,5.0,3.4510000000000005,0
0.0,1.0,1.0,0.0,1.0,0.0,1838.705,5.0,6.125999999999998,0
0.0,1.0,1.0,0.0,1.0,0.0,1811.978,5.0,10.920000000000002,1
1.0,0.0,0.0,1.0,1.0,0.0,1823.458,5.0,10.487000000000002,1
1.0,0.0,0.0,1.0,1.0,0.0,1774.637,5.0,14.968999999999994,1
0.0,1.0,0.0,1.0,0.0,1.0,1779.713,5.0,26.197000000000003,1
0.0,1.0,1.0,0.0,0.0,1.0,1828.047,5.0,8.783999999999999,0
1.0,0.0,0.0,1.0,1.0,0.0,1764.895,5.0,24.27,1
0.0,1.0,1.0,0.0,1.0,0.0,1772.372,5.0,27.858999999999995,1
0.0,1.0,1.0,0.0,1.0,0.0,1775.546,5.0,19.588,1
0.0,1.0,1.0,0.0,1.0,0.0,1830.626,5.0,14.204999999999998,0
0.0,1.0,1.0,0.0,1.0,0.0,1833.889,5.0,10.942,0
0.0,1.0,1.0,0.0,1.0,0.0,1844.465,5.0,0.3659999999999996,0
0.0,1.0,0.0,1.0,1.0,0.0,1776.966,5.0,30.0,0
0.0,1.0,0.0,1.0,1.0,0.0,1799.209,5.0,26.011,1
1.0,0.0,1.0,0.0,1.0,0.0,1801.265,5.0,18.567,0
0.0,1.0,0.0,1.0,0.0,1.0,1766.916,5.0,19.596000000000004,1
1.0,0.0,1.0,0.0,0.0,1.0,1771.975,5.0,30.0,0
0.0,1.0,1.0,0.0,0.0,1.0,1794.732,5.0,4.384999999999998,1
0.0,1.0,0.0,1.0,1.0,0.0,1784.934,5.0,23.207,1
1.0,0.0,1.0,0.0,1.0,0.0,1791.398,5.0,14.107,1
1.0,0.0,1.0,0.0,0.0,1.0,1777.051,5.0,17.534999999999997,1
0.0,1.0,1.0,0.0,1.0,0.0,1810.327,5.0,19.117000000000004,1
0.0,1.0,1.0,0.0,1.0,0.0,1818.283,5.0,20.155,1
0.0,1.0,1.0,0.0,1.0,0.0,1820.4,5.0,24.574,1
0.0,1.0,1.0,0.0,0.0,1.0,1808.413,5.0,28.604,1
1.0,0.0,1.0,0.0,0.0,1.0,1809.837,5.0,30.0,0
0.0,1.0,1.0,0.0,0.0,1.0,1837.725,5.0,7.106000000000002,0
1.0,0.0,1.0,0.0,0.0,1.0,1816.841,5.0,0.5110000000000028,1
1.0,0.0,1.0,0.0,0.0,1.0,1791.825,5.0,6.067999999999998,1
1.0,0.0,1.0,0.0,0.0,1.0,1829.257,5.0,15.573999999999998,0
0.0,1.0,0.0,1.0,1.0,0.0,1766.146,5.0,13.97,1
0.0,1.0,1.0,0.0,0.0,1.0,1772.977,5.0,30.0,0
0.0,1.0,1.0,0.0,1.0,0.0,1798.754,5.0,11.566000000000004,0
1.0,0.0,1.0,0.0,1.0,0.0,1807.31,5.0,30.0,0
0.0,1.0,1.0,0.0,0.0,1.0,1778.407,5.0,14.846000000000004,1
1.0,0.0,1.0,0.0,1.0,0.0,1795.176,5.0,13.003,1
1.0,0.0,0.0,1.0,1.0,0.0,1828.997,5.0,12.834000000000003,0
0.0,1.0,1.0,0.0,0.0,1.0,1766.47,5.0,22.441000000000003,1
1.0,0.0,1.0,0.0,0.0,1.0,1764.517,5.0,6.484999999999999,1
1.0,0.0,1.0,0.0,1.0,0.0,1776.515,5.0,27.476,1
0.0,1.0,1.0,0.0,1.0,0.0,1810.152,5.0,24.155,1
0.0,1.0,0.0,1.0,1.0,0.0,1818.431,5.0,26.422,0
1.0,0.0,1.0,0.0,1.0,0.0,1803.91,5.0,30.0,0
0.0,1.0,1.0,0.0,0.0,1.0,1817.125,5.0,14.010999999999996,1
0.0,1.0,1.0,0.0,1.0,0.0,1844.731,5.0,0.1000000000000014,0
0.0,1.0,1.0,0.0,1.0,0.0,1775.74,5.0,15.584999999999994,1
1.0,0.0,1.0,0.0,1.0,0.0,1805.541,5.0,3.445999999999998,0
1.0,0.0,1.0,0.0,1.0,0.0,1807.836,5.0,16.236999999999995,1
1.0,0.0,1.0,0.0,0.0,1.0,1824.246,5.0,17.932000000000002,1
0.0,1.0,0.0,1.0,0.0,1.0,1799.956,5.0,24.105000000000004,1
1.0,0.0,0.0,1.0,0.0,1.0,1800.786,5.0,9.454999999999998,1
1.0,0.0,1.0,0.0,0.0,1.0,1767.162,5.0,28.094,1
0.0,1.0,1.0,0.0,0.0,1.0,1821.169,5.0,22.663,0
0.0,1.0,1.0,0.0,0.0,1.0,1839.42,5.0,5.411000000000001,0
0.0,1.0,1.0,0.0,0.0,1.0,1817.815,5.0,23.227000000000004,1
1.0,0.0,1.0,0.0,1.0,0.0,1776.871,5.0,30.0,0
1.0,0.0,1.0,0.0,1.0,0.0,1782.831,5.0,1.3260000000000003,0
0.0,1.0,0.0,1.0,1.0,0.0,1786.524,5.0,27.599000000000004,1
1.0,0.0,1.0,0.0,0.0,1.0,1773.363,5.0,0.6009999999999991,0
0.0,1.0,0.0,1.0,1.0,0.0,1794.836,5.0,25.870999999999995,1
