,fold0_variance,fold0_old_variance
48,"[3513, 3024, 4616, 5402, 5853, 3284, 1964, 3526, 1464, 5435, 1776, 1237, 7145, 1747, 7124, 2680, 1850, 165, 6873, 1727, 7576, 4591, 108, 1337, 4910, 1402, 7748, 4964, 4860, 4118, 5259, 768, 5008, 523, 4986, 5326, 2034, 6659, 5248, 3512, 3868, 6935, 7160, 5850, 4725, 726, 5775, 4542, 5430, 2169, 6807, 1, 3222, 5601, 5027, 7551, 3299, 5294, 4340, 5525, 407, 5489, 548, 1704, 5151, 4255, 1358, 4533, 5048, 1461, 7229, 1830, 5003, 7684, 4991]","[2074, 5056, 1737, 6058, 1626, 6945, 5803, 5377, 5819, 3938, 2810, 1562, 37, 5435, 5853, 3868, 3555, 6638, 7748, 4162, 121, 7801, 7335, 4485, 6223, 2038, 4964, 348, 4861, 1466, 2007, 697, 4183, 1900, 1665, 4204, 4017, 2773, 4221, 2020, 6503, 6975, 1643, 612, 5833, 412, 4573, 5489, 3387, 635, 3501, 1888, 1821, 6089, 6659, 3284, 6778, 5392, 55, 3641, 6743, 6126, 5675, 1922, 1147, 4223, 1256, 4883, 5950, 7054, 6286, 6406, 5091, 2860, 2140]"
49,"[3024, 3513, 1701, 3526, 2459, 1704, 6773, 2020, 3073, 1461, 2207, 1747, 47, 475, 2251, 5544, 4070, 3284, 2038, 2393, 2090, 5601, 4964, 2162, 1370, 4363, 7276, 7748, 1585, 3087, 4991, 7515, 7603, 4118, 7594, 1354, 3111, 5841, 5280, 3019, 2511, 3935, 7384, 5539, 1523, 6692, 699, 1755, 5003, 1625, 4140, 5749, 726, 2041, 1337, 4965, 1918, 2353, 4930, 924, 5529, 3180, 3634, 4265, 4975, 4556, 7694, 267, 2281, 6975, 2576, 3872, 6706, 4573, 4883]","[4439, 4223, 3057, 3462, 6778, 2074, 1834, 2254, 3512, 3024, 5914, 4964, 242, 2034, 7748, 3107, 5853, 5354, 5435, 3938, 1704, 4883, 266, 4578, 5056, 3151, 3165, 1944, 6211, 1495, 540, 3770, 2453, 3972, 5112, 981, 4930, 1346, 4954, 1678, 4352, 1089, 6773, 5539, 3280, 1207, 842, 1111, 6814, 1338, 2093, 6868, 2433, 1865, 1260, 4961, 5989, 4406, 1337, 2217, 2502, 3066, 7543, 3717, 2973, 6238, 5489, 6055, 900, 3564, 1378, 1661, 6699, 2908, 3330]"
50,"[1592, 3526, 635, 4961, 4672, 2900, 7160, 4964, 5797, 2817, 3665, 4074, 1237, 3555, 1800, 1926, 6820, 4965, 3539, 1910, 5056, 5689, 1701, 6507, 3024, 2169, 1906, 359, 7632, 2600, 6432, 4667, 7, 1239, 1014, 5601, 2154, 5709, 2335, 2165, 2989, 2526, 2956, 1207, 259, 4930, 5435, 608, 4635, 773, 992, 5176, 2517, 6323, 2437, 7048, 3265, 3839, 3460, 1210, 6975, 866, 5104, 5380, 5651, 1696, 439, 1992, 3009, 4654, 4714, 301, 5788, 6739, 4320]","[2074, 6751, 1688, 7748, 4964, 2773, 1773, 1342, 2124, 535, 2433, 5252, 1834, 3938, 121, 6528, 1737, 4723, 1704, 1612, 5512, 2254, 2501, 6844, 875, 1337, 6555, 523, 647, 5539, 7386, 3215, 3143, 3497, 6778, 1662, 2597, 5354, 1656, 1701, 1509, 4945, 3051, 5601, 6495, 3931, 1872, 5779, 525, 7712, 5689, 1988, 7186, 436, 6374, 1207, 7590, 1747, 1418, 612, 2007, 7124, 1508, 2647, 5418, 3704, 7335, 4131, 5365, 5874, 6773, 2393, 6572, 4616, 5533]"
51,"[4964, 4667, 3255, 1495, 7748, 1464, 2534, 4930, 4635, 3024, 2207, 6773, 3832, 3501, 4573, 5853, 2565, 3720, 5494, 1154, 4991, 1747, 4414, 7916, 5151, 602, 1641, 2316, 2212, 5601, 4065, 323, 2030, 5881, 3284, 4861, 4462, 1592, 4218, 4223, 2722, 1418, 5435, 5736, 1559, 4004, 4961, 4918, 5056, 5259, 4366, 5748, 757, 4607, 2164, 6120, 1034, 505, 4504, 2581, 2393, 1901, 3389, 1489, 4894, 1014, 1342, 7734, 1138, 4074, 7420, 2352, 2569, 3785, 7160]","[7748, 4930, 2074, 7386, 2433, 1704, 121, 5435, 2276, 612, 1237, 6844, 1834, 4164, 6253, 3661, 2860, 3024, 1241, 1612, 3284, 3774, 7801, 5904, 4616, 5853, 55, 3143, 6223, 1747, 2738, 2254, 4961, 3223, 1859, 5567, 6751, 1666, 1125, 1900, 6323, 5205, 4439, 7712, 1701, 3704, 3634, 4861, 3717, 6264, 5441, 4938, 559, 6773, 6227, 2026, 5727, 3066, 37, 5513, 7477, 4662, 2038, 5874, 4573, 937, 378, 1969, 4954, 7446, 675, 757, 1260, 1839, 1618]"
52,"[5056, 4223, 474, 4616, 5003, 1337, 2207, 6773, 4964, 1745, 3526, 1358, 6193, 1523, 5450, 1464, 6027, 4485, 7595, 3762, 1475, 3024, 5561, 6983, 235, 2596, 1125, 5268, 609, 4460, 6623, 6565, 2454, 1899, 2098, 1900, 6929, 2236, 4408, 880, 121, 323, 313, 116, 3784, 6870, 2164, 6655, 5174, 4961, 520, 4930, 5743, 1688, 5047, 2825, 2675, 7152, 1932, 5292, 679, 461, 4992, 1023, 1241, 5317, 5533, 962, 4473, 2565, 6787, 1701, 2007, 178, 7117]","[612, 5601, 1063, 3284, 1834, 4346, 7748, 4636, 4861, 1666, 6868, 37, 2014, 593, 6448, 1917, 1747, 4954, 6344, 3497, 2038, 776, 768, 6844, 5560, 3143, 1491, 3524, 1337, 1524, 5435, 2860, 3039, 6177, 4320, 1704, 989, 6356, 4613, 7335, 1941, 5512, 5905, 1782, 5151, 7594, 6400, 2862, 4362, 449, 2254, 2040, 5322, 439, 6975, 3939, 5194, 3024, 1612, 2433, 1653, 1278, 4898, 4961, 2185, 434, 4938, 7851, 4964, 3215, 6034, 6894, 1259, 2534, 3931]"
53,"[3024, 6027, 444, 7748, 2565, 4204, 5788, 5056, 5435, 1523, 2864, 4964, 2950, 1058, 5259, 959, 4945, 6565, 2989, 3564, 6101, 4930, 1014, 5791, 4223, 4573, 3830, 6778, 323, 2792, 7210, 1239, 608, 4377, 6647, 2391, 847, 1963, 1338, 3187, 6678, 2454, 3946, 5323, 4361, 1800, 3983, 7824, 1460, 6137, 809, 4711, 5271, 502, 3603, 1625, 6153, 1592, 6325, 7737, 742, 6807, 5874, 3868, 5225, 1894, 1900, 5280, 4202, 2498, 6225, 2148, 266, 1745, 5493]","[6844, 7748, 1508, 5848, 7124, 7783, 5601, 5467, 1900, 1089, 2040, 2254, 4903, 947, 7386, 5489, 1747, 5675, 4954, 2561, 1118, 1378, 4573, 4964, 7114, 6975, 1438, 3939, 7134, 11, 3054, 3261, 1125, 3524, 3938, 1311, 1592, 1384, 2393, 1337, 5538, 2406, 4535, 6528, 461, 3024, 1834, 3746, 4059, 5897, 4648, 2571, 2335, 3977, 1358, 5854, 3005, 1678, 4414, 5435, 3284, 2388, 4223, 2860, 6751, 5394, 5850, 1614, 4697, 3642, 37, 3717, 6778, 2172, 4908]"
54,"[3024, 4292, 5435, 5174, 667, 859, 1614, 1701, 4961, 7286, 2948, 4964, 5579, 3107, 2027, 1464, 6565, 1747, 6566, 7748, 6528, 5356, 4955, 5788, 2790, 1745, 3526, 1250, 5021, 731, 2112, 6516, 1358, 1033, 5886, 6265, 5743, 6773, 1804, 6751, 6807, 346, 1014, 5325, 3019, 2767, 0, 1737, 6623, 1265, 7303, 5041, 388, 1727, 4460, 1555, 3433, 6706, 6588, 4223, 3520, 2548, 7368, 6663, 4041, 3756, 6214, 4434, 7420, 266, 5292, 6778, 2534, 4930, 1118]","[6894, 259, 1704, 1375, 7712, 1555, 4662, 2729, 5601, 4961, 7748, 1926, 612, 3024, 1747, 4883, 6425, 378, 3760, 2006, 7, 2406, 6844, 1098, 4768, 3502, 4861, 666, 5901, 1703, 2393, 3687, 691, 3223, 7912, 1188, 2576, 2809, 2254, 742, 1562, 5905, 522, 5897, 6400, 5441, 3634, 4806, 4569, 5205, 1112, 1629, 439, 5647, 5512, 875, 5537, 1464, 1631, 5871, 1745, 2038, 2561, 5489, 6773, 4323, 3176, 4792, 2178, 1438, 4429, 1677, 1563, 647, 2589]"
55,"[5675, 3526, 4650, 3868, 2565, 2483, 3024, 1747, 2465, 1745, 5539, 4616, 5435, 4889, 6918, 4573, 2989, 282, 341, 1461, 644, 1737, 3555, 3107, 3269, 916, 7562, 2217, 6533, 5056, 1987, 5252, 6374, 323, 5823, 2498, 123, 1821, 1630, 6647, 5833, 4961, 6751, 121, 6565, 346, 5259, 5111, 2052, 1503, 1464, 1282, 7748, 3113, 1699, 2920, 1358, 3183, 266, 6286, 6344, 4579, 2825, 5544, 6230, 5872, 4059, 4105, 7108, 5392, 4904, 1930, 4720, 2563, 4781]","[1169, 2887, 7748, 5601, 859, 1495, 2453, 7526, 1944, 5205, 1865, 1704, 2213, 5212, 2470, 4662, 1337, 2514, 2447, 2715, 4861, 1918, 2576, 2792, 6566, 2504, 3284, 5176, 1747, 1562, 7594, 3024, 2536, 2740, 4961, 346, 5435, 14, 4513, 1098, 1686, 5886, 439, 2118, 2212, 7751, 2600, 6975, 5950, 2276, 1536, 1811, 7335, 3459, 1782, 5888, 6894, 5441, 726, 5529, 2920, 4895, 667, 1603, 7664, 3641, 525, 7655, 407, 7890, 388, 4451, 3222, 4535, 4464]"
56,"[4223, 3526, 6565, 2514, 5435, 4961, 5953, 666, 1375, 7653, 794, 6265, 7748, 5259, 5539, 6197, 3555, 6647, 1338, 5743, 4991, 4527, 2041, 1402, 6473, 4237, 5828, 2934, 4590, 1461, 4407, 4439, 1218, 1563, 1237, 5216, 2222, 6362, 6313, 7455, 3284, 4671, 6533, 1745, 5633, 1665, 4213, 4254, 7702, 1744, 4964, 5489, 4930, 4759, 4601, 4954, 3198, 2453, 7270, 2989, 7420, 4377, 2955, 7134, 7327, 519, 3151, 1508, 3932, 1074, 4400, 679, 2970, 1643, 4573]","[5280, 1872, 7505, 832, 1464, 4074, 461, 5489, 7594, 3464, 31, 3024, 2576, 6351, 4000, 3524, 609, 5512, 1210, 1918, 1958, 400, 2276, 1416, 5113, 1466, 1900, 328, 6773, 726, 6894, 2080, 6938, 5435, 7374, 3885, 2536, 5736, 451, 1747, 4005, 7912, 2236, 3987, 2209, 3972, 2328, 2579, 2013, 4961, 2514, 5684, 4938, 6935, 2142, 439, 7870, 6870, 1656, 7263, 7890, 3582, 5205, 3553, 4535, 5262, 736, 6594, 3562, 1378, 5950, 2561, 2038, 2511, 3143]"
57,"[5797, 5576, 4991, 3284, 4961, 7748, 7277, 773, 4573, 1969, 4379, 3039, 4328, 7276, 5823, 2207, 7263, 5111, 1900, 5447, 1745, 1495, 4367, 7226, 5048, 4232, 7651, 2260, 5579, 6773, 2343, 3037, 522, 64, 624, 35, 1988, 2565, 1098, 5435, 3019, 1553, 4421, 4742, 4616, 2041, 25, 1963, 3762, 2864, 1830, 2007, 1111, 412, 2863, 1387, 1266, 6778, 7190, 1464, 1989, 5159, 2536, 255, 733, 458, 5560, 6027, 6204, 4662, 1358, 1703, 4954, 4908, 40]","[1495, 1662, 7335, 660, 2209, 4223, 5323, 3024, 4861, 6844, 2454, 7595, 645, 1536, 2284, 4567, 775, 1369, 2080, 3354, 5467, 7737, 412, 4662, 6542, 6565, 6265, 1900, 522, 1653, 5788, 461, 6133, 6055, 2254, 1259, 4501, 4689, 1782, 5112, 4504, 5212, 6432, 2469, 6745, 3425, 3960, 1830, 2534, 7682, 5252, 478, 4543, 3760, 182, 5435, 1745, 6374, 6495, 1597, 5120, 323, 7124, 7666, 4381, 2879, 7286, 6699, 2038, 1967, 3254, 4000, 1922, 2251, 4411]"
58,"[6773, 412, 4742, 545, 7748, 2485, 6203, 2020, 4961, 1461, 3628, 1014, 2966, 2809, 5317, 5788, 6000, 4910, 3658, 3534, 6528, 1745, 1747, 1399, 939, 3284, 1271, 5709, 5735, 5576, 6564, 1113, 1346, 726, 5676, 1900, 5953, 7186, 1625, 385, 5872, 1837, 5243, 188, 2515, 5091, 3531, 7762, 5727, 1311, 6883, 4530, 5542, 5340, 6609, 4701, 1007, 2493, 5760, 1466, 4707, 822, 2030, 2034, 5082, 3788, 3087, 6778, 5109, 3081, 4213, 1464, 900, 2548, 37]","[1495, 1007, 206, 6773, 182, 3524, 6699, 6495, 660, 1747, 2715, 1951, 6778, 5512, 6265, 1745, 3024, 3143, 1655, 5402, 6432, 7384, 15, 2341, 1904, 522, 2862, 3746, 5886, 3582, 3202, 4712, 4970, 439, 5302, 405, 7669, 6406, 5489, 6844, 2493, 378, 22, 5567, 2931, 1370, 30, 3812, 1782, 7590, 7074, 2576, 5753, 4861, 7468, 7226, 5262, 478, 609, 2254, 6141, 3151, 2393, 1872, 1307, 5843, 1967, 4689, 6386, 4382, 212, 1941, 4991, 2210, 1157]"
59,"[1727, 72, 5791, 2514, 3073, 2038, 5617, 2454, 1947, 7920, 3564, 3898, 2284, 1358, 1870, 2212, 6807, 2775, 1461, 1481, 7748, 4918, 1105, 1745, 5190, 802, 4361, 4320, 1651, 1547, 7916, 1223, 6272, 505, 5435, 1464, 3171, 6542, 4363, 6269, 5651, 1563, 5711, 4724, 4542, 1688, 1816, 3127, 3176, 1736, 1164, 457, 3830, 3019, 4282, 7784, 2565, 7594, 1523, 157, 1621, 2254, 773, 1953, 6778, 7391, 1711, 4447, 7124, 3000, 6344, 1211, 4662, 978, 1425]","[3024, 3524, 1495, 522, 5788, 6245, 1464, 5512, 7550, 5048, 6432, 7458, 6495, 1872, 1745, 5601, 3484, 6655, 5593, 6844, 921, 2353, 3981, 4671, 4975, 2485, 1265, 3284, 2550, 3143, 3151, 3215, 1719, 7560, 4196, 1969, 2908, 2276, 6189, 2038, 3687, 40, 4377, 1711, 7064, 2497, 6533, 1922, 4109, 4961, 461, 7754, 5561, 3502, 7543, 4560, 6778, 206, 112, 1007, 7362, 6565, 15, 2519, 3802, 5596, 1536, 4079, 3454, 1147, 7765, 237, 215, 1046, 848]"
60,"[7237, 5003, 1747, 1098, 5888, 7748, 7276, 5950, 1007, 7598, 4223, 1021, 5367, 624, 3810, 2099, 5260, 444, 4694, 1402, 1509, 412, 1910, 615, 3798, 738, 7076, 2426, 4422, 1900, 2565, 1338, 935, 4556, 6386, 121, 6565, 1239, 1261, 1677, 3305, 6000, 4989, 6699, 4574, 1625, 6542, 5749, 773, 5118, 4346, 1189, 1859, 6642, 3628, 2797, 1359, 3717, 7477, 4613, 4859, 3896, 3284, 1846, 7589, 1644, 1870, 4320, 1125, 2899, 4442, 4717, 2034, 595, 594]","[1495, 1007, 1476, 378, 6495, 4806, 2276, 4961, 3524, 5661, 5886, 2738, 4192, 3932, 182, 6245, 3019, 5825, 5748, 3480, 2576, 3215, 4237, 2675, 6565, 5978, 985, 3928, 3817, 6538, 2038, 3143, 3223, 1917, 2934, 757, 1464, 7141, 2137, 2807, 5904, 6314, 4616, 502, 1349, 3151, 7638, 2908, 22, 329, 7526, 2688, 4406, 6566, 6844, 3987, 5395, 478, 4074, 5271, 2511, 2142, 6898, 6578, 1872, 7936, 7228, 2535, 2645, 4827, 1782, 5788, 3760, 3024, 2073]"
61,"[7748, 3299, 3284, 1509, 1870, 2522, 144, 328, 1146, 412, 6807, 5029, 1747, 4961, 1930, 717, 4645, 1209, 985, 5665, 583, 5289, 6542, 1098, 2900, 121, 6432, 752, 3261, 1007, 1425, 6565, 7712, 4978, 7269, 7595, 5262, 4409, 196, 3501, 6024, 6793, 2061, 883, 2675, 2736, 1086, 7491, 6910, 4556, 3939, 781, 5529, 6496, 7890, 5523, 3292, 6871, 5537, 973, 4603, 2825, 1765, 6407, 1559, 1643, 1338, 5085, 5878, 1677, 5593, 3898, 2492, 5302, 2880]","[1904, 182, 4606, 4806, 5601, 3284, 6101, 3024, 6528, 4954, 4279, 6773, 4961, 5441, 6658, 2393, 566, 4220, 329, 5028, 2246, 1773, 4647, 1007, 3272, 1345, 981, 7543, 3555, 3524, 6538, 7115, 2645, 7723, 2470, 2675, 64, 412, 1495, 4331, 3756, 7720, 3762, 2908, 3497, 5134, 2797, 802, 815, 958, 1431, 3407, 1967, 7840, 2298, 5323, 2469, 1063, 4017, 2736, 5867, 3935, 5701, 2142, 4232, 5538, 3480, 1873, 7384, 3265, 2898, 2499, 5539, 3188, 4562]"
62,"[1007, 7276, 1634, 198, 7748, 412, 952, 4961, 2812, 6177, 507, 5972, 2436, 4197, 1870, 1641, 4162, 4456, 5216, 1089, 2023, 5201, 3425, 5671, 2749, 2166, 1063, 6183, 6027, 1756, 4223, 609, 1747, 2139, 6496, 3688, 2595, 6703, 4229, 4324, 3177, 266, 5544, 5048, 892, 1814, 1795, 1307, 1625, 3402, 2645, 5494, 6962, 242, 1166, 5034, 6642, 4556, 1425, 3299, 6089, 4202, 4437, 7712, 211, 4743, 7362, 6194, 7912, 6595, 1804, 1348, 1080, 4218, 6870]","[1495, 3024, 1337, 4991, 4624, 1745, 2254, 7737, 6883, 5280, 4440, 5709, 1350, 1876, 3207, 4949, 4768, 6177, 4861, 6323, 4279, 2061, 900, 3501, 3762, 6807, 1346, 5467, 7460, 583, 3813, 3524, 741, 6474, 1940, 3284, 2276, 2152, 1371, 6606, 774, 566, 323, 4377, 206, 6565, 4806, 64, 7603, 5601, 1464, 4520, 4961, 5041, 3759, 5323, 2535, 7543, 2038, 2907, 4460, 1969, 2715, 5003, 2250, 2477, 1007, 4331, 5339, 1841, 2740, 840, 4676, 5684, 5200]"
63,"[412, 7748, 4961, 1641, 121, 3092, 624, 7712, 3183, 2775, 5312, 7303, 2038, 3213, 6474, 1007, 1973, 1650, 3570, 3340, 454, 5905, 1904, 2194, 4219, 973, 6739, 4972, 921, 3284, 1677, 2185, 5797, 3861, 5904, 7629, 2519, 5176, 7890, 5048, 757, 2352, 3402, 4202, 6566, 5242, 6257, 6526, 4542, 804, 1870, 5151, 2498, 5808, 2908, 3438, 5886, 4460, 4025, 7186, 5779, 4439, 5556, 1314, 2266, 6038, 7402, 5187, 3555, 4436, 3812, 4269, 1631, 3779, 4437]","[1337, 1125, 1181, 4861, 2437, 5732, 5280, 7860, 1745, 2038, 1509, 5788, 5441, 3687, 2316, 1841, 1701, 679, 2030, 2412, 1872, 4717, 6565, 4320, 7543, 168, 6204, 1747, 5124, 301, 4074, 4662, 1378, 5174, 6153, 5516, 3896, 1490, 5540, 4406, 1259, 5953, 5317, 757, 2093, 2645, 3497, 37, 206, 6778, 5048, 2919, 3555, 6844, 802, 4889, 3024, 4971, 1342, 7226, 2152, 1936, 3120, 3524, 5312, 1677, 1007, 4806, 3284, 5730, 4218, 4021, 3482, 4377, 7712]"
64,"[2038, 3092, 4616, 1870, 412, 3299, 3284, 1922, 7403, 1856, 5614, 7276, 4908, 3699, 1425, 1625, 1886, 2949, 3717, 5008, 7655, 1967, 4883, 7748, 2826, 121, 3104, 1125, 2058, 1196, 6884, 1330, 123, 6273, 48, 122, 5028, 53, 503, 553, 1013, 2032, 2534, 559, 5797, 2778, 7286, 3426, 2520, 4961, 7612, 5259, 1431, 2254, 5736, 2126, 624, 3019, 4995, 773, 5888, 5689, 520, 6745, 2270, 4542, 5723, 6743, 2721, 3379, 1366, 4236, 7247, 1907, 7530]","[3024, 2038, 1337, 412, 1467, 1747, 6894, 2564, 1007, 2502, 2260, 5244, 7107, 2454, 2030, 1358, 4717, 2114, 1098, 7632, 3019, 7681, 2778, 1650, 1745, 168, 6565, 212, 6189, 1125, 4292, 1601, 1495, 7940, 3051, 5008, 1666, 3687, 1523, 206, 3524, 6773, 3338, 7498, 7048, 2616, 2646, 4527, 7277, 3451, 1375, 6658, 4971, 644, 3284, 523, 434, 1677, 1378, 3465, 5753, 2606, 1450, 1782, 525, 1259, 5512, 4861, 4522, 2935, 5848, 3619, 3707, 6918, 3644]"
65,"[1007, 412, 1727, 1219, 1870, 7468, 2864, 5800, 242, 4965, 4616, 2051, 3429, 5216, 6061, 3019, 1013, 4523, 2099, 1659, 7276, 3983, 4975, 3203, 842, 1963, 3305, 4525, 979, 6746, 2963, 3553, 121, 3564, 3770, 4527, 3402, 123, 5978, 4074, 6795, 5847, 7247, 3555, 4859, 1876, 6432, 6506, 4606, 4699, 2400, 6223, 6868, 2778, 1628, 4524, 3188, 3254, 1164, 2038, 7124, 772, 7428, 5910, 6184, 405, 2550, 973, 1616, 4372, 4361, 1641, 5915, 5914, 566]","[1337, 1007, 3810, 3429, 5339, 3482, 1747, 7384, 1745, 1555, 4689, 7087, 5709, 4961, 7824, 1125, 5003, 6247, 1523, 6647, 5302, 3497, 5601, 5441, 5008, 6474, 112, 6773, 4717, 3759, 3687, 4070, 1378, 6233, 4406, 1592, 7505, 2863, 7114, 2178, 1677, 2276, 2788, 4954, 6335, 1773, 7926, 7190, 3555, 2647, 2520, 412, 4898, 4562, 1346, 6565, 6755, 3272, 6884, 1706, 1467, 2483, 4654, 962, 641, 4329, 4473, 6265, 4025, 6807, 7626, 3304, 7022, 3644, 4861]"
66,"[3648, 6027, 4525, 613, 3440, 4566, 2775, 4960, 266, 1007, 1969, 6642, 4961, 3903, 2536, 525, 6265, 1900, 2354, 2667, 6688, 6295, 3939, 6937, 1384, 2398, 4449, 4636, 2638, 1852, 3276, 7253, 3284, 4535, 1696, 2575, 809, 3676, 1196, 4892, 4613, 2263, 5402, 4927, 6565, 4616, 1625, 1678, 3092, 2254, 2212, 1460, 6804, 4859, 6233, 722, 3882, 2119, 2778, 2822, 2576, 6690, 4913, 5878, 740, 317, 7270, 5800, 3019, 4878, 6566, 2549, 5648, 4801, 4965]","[5441, 4991, 4871, 2908, 5788, 1555, 206, 5251, 4562, 4000, 5780, 7862, 6542, 1747, 5661, 1208, 1509, 168, 1259, 1523, 7526, 5317, 4806, 2236, 112, 113, 6706, 1768, 5758, 37, 4400, 1378, 4320, 5151, 2597, 5753, 2738, 6773, 7926, 7277, 7186, 1227, 5886, 458, 3675, 4961, 4133, 6918, 1536, 2573, 5048, 5038, 5392, 1125, 2523, 1677, 2768, 7114, 3504, 1349, 4721, 1033, 5841, 3098, 6716, 1171, 2436, 7249, 5003, 5978, 2521, 4662, 4616, 4861, 1358]"
67,"[7362, 5929, 1208, 7117, 6566, 2820, 1384, 832, 3183, 3019, 5226, 121, 3767, 1177, 1963, 3903, 7771, 7011, 3203, 525, 5614, 4527, 2007, 666, 5823, 4449, 3882, 1049, 3113, 7276, 2032, 3126, 1876, 2905, 3284, 4361, 809, 5412, 7751, 1696, 2307, 6787, 7455, 5499, 2142, 4765, 3001, 6824, 7790, 4530, 617, 3079, 4901, 1922, 4892, 6432, 3071, 4971, 6390, 7732, 6273, 7263, 1614, 566, 4269, 5220, 3573, 7618, 2223, 2392, 2436, 6833, 2328, 5961, 5392]","[1747, 2276, 4991, 2908, 2738, 1523, 6400, 5931, 206, 3932, 1378, 378, 2787, 5151, 168, 4414, 5780, 5788, 7226, 892, 7384, 2715, 7723, 2968, 6101, 4377, 5695, 3440, 6401, 4000, 2653, 7512, 721, 451, 6323, 4859, 6204, 243, 1465, 842, 5684, 4460, 4806, 2581, 2645, 4367, 1125, 6521, 1659, 2236, 108, 2862, 6566, 5292, 408, 613, 505, 2034, 271, 7934, 1967, 6177, 7577, 4961, 2790, 7675, 1481, 4564, 1625, 1677, 1555, 64, 1696, 31, 3779]"
68,"[3183, 7276, 3113, 3019, 2931, 1678, 2923, 3284, 2223, 376, 5878, 7108, 5226, 1182, 439, 167, 5278, 5931, 4361, 6566, 2038, 5614, 973, 6521, 3254, 3171, 3615, 1208, 4539, 6472, 827, 559, 5950, 2519, 4784, 7751, 4704, 2392, 4789, 6183, 1676, 3119, 1232, 7617, 4965, 4913, 5905, 3126, 2667, 4442, 147, 6642, 6154, 2068, 947, 5622, 6866, 958, 5809, 4413, 3079, 1859, 1656, 6511, 2998, 678, 2307, 1852, 4648, 1308, 6506, 1877, 2933, 3203, 2775]","[412, 1747, 4991, 3284, 4616, 1125, 112, 742, 5134, 6565, 1487, 6363, 1330, 4938, 1659, 3746, 6183, 5978, 2778, 2281, 3759, 5358, 505, 1969, 2835, 5113, 691, 2751, 2502, 6204, 3615, 2509, 4000, 6566, 6215, 82, 451, 2158, 1177, 6059, 3325, 7229, 6427, 4806, 6542, 3776, 7384, 6406, 7526, 301, 1773, 62, 5151, 5250, 206, 4671, 6247, 3931, 5441, 1601, 4213, 4560, 3658, 2588, 7675, 4762, 3648, 2030, 2645, 4363, 5467, 1785, 4961, 1782, 4074]"
69,"[1870, 7276, 3183, 4965, 2038, 7384, 3019, 4616, 4961, 6565, 1987, 25, 2127, 40, 3171, 5929, 6642, 4504, 3675, 3284, 5456, 4806, 4486, 7048, 2574, 4895, 1869, 2987, 3931, 1876, 5494, 6233, 1967, 1238, 2645, 7226, 4046, 416, 2178, 7560, 7850, 5162, 3186, 5800, 1941, 4954, 4527, 5931, 1973, 507, 1832, 5268, 3779, 7409, 529, 7108, 6128, 2437, 6362, 5397, 900, 1260, 4420, 1900, 2436, 4694, 5808, 4525, 1776, 7751, 1007, 5047, 2019, 212, 1553]","[4971, 678, 5735, 7124, 3284, 2921, 6193, 5441, 2353, 5978, 6983, 5914, 1362, 5529, 6343, 1259, 2236, 2270, 2210, 1747, 2908, 1196, 7368, 2148, 4743, 1466, 6565, 1237, 6807, 7526, 7632, 4806, 5684, 7606, 168, 5898, 1951, 3911, 4961, 7844, 7276, 3074, 2370, 5029, 2454, 4717, 5823, 6406, 1661, 6066, 7550, 457, 2492, 3564, 2502, 5174, 5433, 6323, 7703, 5059, 4707, 4562, 196, 2030, 5003, 981, 7384, 1655, 1425, 108, 5935, 4506, 1656, 4377, 1476]"
70,"[5929, 2038, 4961, 3019, 5614, 6033, 4960, 3983, 3452, 5226, 2509, 4436, 1466, 3039, 1876, 7765, 5356, 7561, 7443, 3244, 5417, 1676, 2099, 3654, 4181, 1908, 5398, 1614, 1870, 4627, 3859, 1535, 882, 1188, 4361, 507, 7247, 1479, 7117, 1865, 3183, 119, 6390, 2335, 21, 3392, 2826, 3641, 2916, 2822, 5874, 1618, 4066, 7651, 3126, 6215, 4199, 7221, 6388, 1642, 595, 2648, 3113, 1942, 765, 7589, 3090, 302, 2024, 5768, 3832, 5904, 2262, 6778, 1563]","[4000, 1259, 5978, 4616, 1688, 206, 1878, 7006, 412, 4021, 5886, 2908, 7550, 5441, 7049, 1330, 1650, 3513, 2722, 2392, 4961, 1747, 2826, 6566, 4279, 1677, 1086, 4971, 3284, 2956, 647, 1272, 2352, 1594, 7862, 1776, 1816, 7737, 4815, 6942, 2048, 31, 4326, 1342, 2474, 699, 4529, 1782, 1856, 7384, 3379, 4407, 5302, 1659, 6516, 4662, 3460, 1967, 4656, 3119, 14, 687, 3090, 2898, 3068, 341, 5260, 1490, 4328, 6647, 5684, 40, 4560, 168, 559]"
