,fold0_variance,fold0_old_variance,fold0_random,fold0_uncertainty,fold0_old_uncertainty,fold1_variance,fold1_old_variance
155,"[741, 305, 308, 213, 318, 267, 722, 522]","[700, 561, 435, 622, 449, 283, 484, 323]","[12, 371, 333, 86, 229, 494, 139, 324]","[507, 121, 108, 265, 134, 238, 746, 338]","[395, 561, 420, 394, 349, 56, 549, 213]","[435, 591, 628, 509, 604, 425, 762, 439]","[674, 708, 657, 368, 424, 117, 536, 455]"
156,"[741, 346, 278, 415, 33, 722, 524, 541]","[513, 622, 160, 283, 637, 650, 238, 323]","[12, 371, 333, 86, 229, 494, 139, 161]","[255, 211, 338, 232, 331, 247, 251, 143]","[395, 420, 265, 307, 56, 479, 349, 473]","[435, 394, 628, 666, 771, 652, 604, 459]","[674, 708, 657, 420, 521, 529, 650, 117]"
157,"[741, 277, 278, 268, 230, 122, 304, 415]","[211, 255, 263, 235, 203, 677, 6, 406]","[323, 88, 590, 255, 70, 494, 139, 103]","[211, 255, 247, 232, 143, 600, 331, 341]","[395, 420, 561, 419, 56, 113, 479, 172]","[156, 650, 497, 266, 435, 459, 784, 42]","[674, 708, 646, 722, 657, 623, 424, 764]"
158,"[522, 722, 278, 479, 304, 581, 648, 612]","[622, 369, 323, 235, 264, 725, 548, 514]","[767, 521, 769, 793, 605, 494, 139, 223]","[247, 325, 318, 524, 651, 479, 377, 497]","[561, 500, 399, 440, 56, 238, 226, 55]","[156, 266, 497, 459, 572, 424, 748, 264]","[674, 722, 646, 717, 739, 623, 708, 424]"
159,"[648, 722, 775, 278, 614, 582, 94, 529]","[622, 548, 398, 425, 724, 561, 513, 126]","[562, 756, 583, 545, 453, 494, 139, 504]","[338, 331, 361, 350, 187, 550, 449, 462]","[561, 385, 399, 466, 473, 238, 286, 440]","[266, 497, 383, 748, 435, 367, 216, 702]","[708, 455, 732, 589, 719, 722, 646, 739]"
160,"[722, 614, 287, 612, 582, 278, 702, 164]","[513, 622, 664, 548, 398, 516, 724, 385]","[343, 526, 759, 390, 632, 494, 139, 510]","[338, 331, 361, 524, 727, 143, 513, 253]","[255, 197, 561, 399, 264, 253, 401, 331]","[210, 256, 435, 497, 266, 748, 608, 224]","[708, 719, 732, 657, 722, 536, 424, 623]"
161,"[188, 209, 336, 221, 722, 787, 195, 648]","[548, 622, 412, 255, 672, 305, 390, 248]","[343, 526, 759, 390, 632, 494, 139, 510]","[338, 331, 361, 37, 143, 494, 459, 288]","[255, 561, 412, 399, 331, 676, 419, 401]","[210, 256, 497, 339, 266, 748, 656, 224]","[0, 538, 646, 453, 719, 231, 732, 671]"
162,"[667, 107, 54, 319, 784, 310, 415, 459]","[548, 516, 672, 639, 390, 412, 160, 741]","[393, 526, 35, 461, 747, 494, 139, 787]","[331, 361, 162, 68, 350, 697, 240, 58]","[412, 255, 331, 253, 561, 796, 338, 385]","[210, 256, 748, 497, 266, 662, 197, 486]","[719, 732, 758, 784, 0, 538, 453, 653]"
163,"[310, 131, 416, 625, 536, 459, 415, 411]","[548, 516, 390, 160, 639, 105, 398, 473]","[312, 653, 156, 574, 601, 494, 27, 166]","[331, 162, 412, 133, 203, 87, 98, 93]","[796, 561, 255, 56, 419, 399, 494, 473]","[210, 203, 224, 497, 33, 99, 3, 266]","[733, 424, 549, 691, 732, 455, 135, 255]"
164,"[310, 420, 740, 415, 0, 685, 522, 612]","[548, 516, 390, 422, 160, 741, 398, 385]","[516, 168, 459, 62, 185, 494, 27, 446]","[331, 162, 122, 372, 273, 412, 364, 416]","[796, 561, 255, 56, 419, 399, 331, 473]","[224, 266, 497, 206, 113, 748, 44, 242]","[699, 654, 455, 657, 660, 536, 37, 130]"
165,"[310, 131, 612, 411, 459, 347, 173, 714]","[516, 160, 235, 398, 422, 390, 248, 428]","[622, 395, 445, 553, 618, 494, 27, 79]","[331, 162, 122, 235, 140, 31, 37, 651]","[796, 260, 255, 561, 473, 414, 466, 56]","[266, 497, 748, 784, 139, 597, 265, 733]","[732, 455, 657, 309, 210, 266, 237, 377]"
166,"[157, 60, 21, 310, 459, 612, 1, 8]","[255, 235, 248, 398, 390, 153, 211, 545]","[10, 395, 631, 76, 618, 494, 27, 137]","[331, 122, 459, 235, 512, 311, 390, 284]","[260, 561, 255, 399, 160, 4, 494, 415]","[497, 748, 266, 784, 41, 117, 424, 658]","[694, 657, 522, 604, 497, 589, 51, 455]"
167,"[310, 31, 415, 162, 740, 459, 614, 245]","[724, 47, 235, 639, 247, 169, 331, 108]","[586, 73, 91, 212, 398, 254, 43, 263]","[331, 235, 414, 165, 217, 218, 164, 260]","[399, 561, 494, 4, 160, 415, 323, 147]","[497, 265, 784, 117, 343, 768, 670, 415]","[710, 655, 657, 699, 455, 564, 592, 424]"
168,"[310, 304, 415, 740, 614, 107, 277, 459]","[639, 385, 245, 132, 247, 160, 274, 429]","[755, 73, 91, 302, 398, 254, 43, 263]","[331, 235, 414, 336, 48, 47, 515, 392]","[561, 399, 4, 494, 466, 415, 473, 160]","[497, 265, 748, 597, 424, 624, 117, 727]","[405, 252, 208, 592, 514, 455, 303, 710]"
169,"[310, 740, 415, 336, 614, 508, 459, 411]","[518, 247, 639, 245, 274, 160, 235, 561]","[755, 73, 91, 302, 398, 254, 43, 263]","[331, 424, 311, 47, 414, 459, 482, 385]","[561, 494, 4, 473, 466, 160, 374, 415]","[497, 265, 748, 117, 597, 424, 784, 582]","[710, 497, 655, 646, 117, 592, 455, 671]"
170,"[740, 415, 614, 310, 671, 764, 183, 546]","[639, 561, 247, 701, 288, 34, 305, 775]","[457, 566, 473, 171, 305, 254, 43, 580]","[331, 311, 414, 424, 199, 181, 459, 355]","[561, 494, 4, 473, 160, 415, 374, 323]","[497, 265, 748, 463, 784, 597, 567, 768]","[117, 671, 592, 497, 646, 420, 711, 208]"
171,"[415, 310, 740, 459, 614, 422, 507, 590]","[639, 247, 408, 274, 160, 724, 385, 701]","[210, 132, 727, 518, 113, 254, 43, 520]","[161, 311, 264, 224, 273, 308, 190, 93]","[561, 494, 4, 473, 160, 323, 374, 224]","[497, 748, 784, 197, 740, 189, 296, 368]","[646, 117, 497, 592, 420, 711, 455, 208]"
172,"[310, 507, 133, 740, 607, 459, 122, 331]","[639, 247, 408, 160, 274, 561, 404, 308]","[234, 318, 122, 534, 33, 435, 781, 730]","[312, 311, 273, 291, 727, 414, 374, 93]","[561, 494, 517, 225, 400, 403, 4, 160]","[497, 723, 784, 197, 9, 286, 208, 185]","[31, 111, 52, 227, 514, 374, 148, 455]"
173,"[310, 507, 740, 133, 314, 247, 508, 403]","[350, 419, 364, 561, 288, 639, 487, 255]","[255, 318, 537, 9, 33, 435, 781, 720]","[414, 711, 227, 180, 477, 78, 312, 68]","[561, 415, 473, 147, 160, 522, 234, 534]","[12, 752, 1, 728, 241, 695, 203, 94]","[227, 514, 592, 111, 52, 526, 455, 527]"
174,"[310, 507, 688, 508, 502, 311, 12, 107]","[350, 419, 364, 639, 174, 487, 408, 242]","[95, 591, 611, 310, 555, 435, 85, 204]","[68, 260, 267, 15, 414, 348, 385, 46]","[561, 160, 415, 473, 147, 522, 108, 331]","[477, 1, 630, 130, 697, 702, 10, 728]","[52, 455, 31, 514, 227, 646, 161, 699]"
175,"[525, 110, 507, 244, 223, 356, 103, 108]","[350, 89, 639, 364, 561, 541, 408, 274]","[545, 591, 611, 340, 555, 435, 85, 204]","[68, 711, 152, 290, 414, 204, 66, 356]","[561, 479, 177, 524, 67, 338, 328, 22]","[459, 477, 480, 458, 5, 202, 176, 687]","[700, 514, 90, 449, 622, 54, 455, 31]"
176,"[525, 507, 438, 237, 107, 522, 122, 520]","[639, 350, 56, 419, 255, 775, 561, 153]","[390, 387, 11, 273, 22, 435, 85, 493]","[414, 354, 93, 423, 510, 574, 421, 329]","[561, 479, 225, 263, 149, 515, 349, 440]","[223, 459, 620, 728, 590, 480, 477, 94]","[31, 52, 0, 572, 197, 392, 694, 365]"
177,"[525, 507, 122, 784, 215, 107, 223, 631]","[639, 408, 419, 561, 56, 338, 255, 677]","[311, 109, 349, 45, 705, 414, 6, 206]","[370, 298, 423, 457, 414, 127, 433, 475]","[561, 479, 67, 538, 440, 177, 263, 149]","[523, 170, 451, 561, 177, 728, 223, 477]","[31, 392, 365, 52, 604, 648, 266, 694]"
178,"[525, 507, 377, 223, 385, 576, 414, 428]","[639, 424, 646, 561, 408, 775, 105, 702]","[574, 109, 377, 125, 705, 414, 6, 63]","[457, 402, 447, 216, 365, 475, 60, 93]","[561, 479, 149, 440, 177, 67, 263, 349]","[523, 561, 678, 752, 280, 312, 225, 690]","[31, 392, 365, 223, 597, 367, 52, 497]"
179,"[215, 507, 206, 232, 251, 158, 522, 349]","[503, 534, 668, 775, 666, 598, 290, 702]","[69, 109, 21, 180, 705, 414, 6, 63]","[359, 447, 312, 269, 457, 246, 313, 196]","[479, 149, 263, 534, 538, 225, 67, 203]","[523, 728, 561, 223, 424, 273, 485, 784]","[367, 31, 392, 497, 52, 223, 383, 162]"
180,"[215, 507, 398, 522, 508, 683, 545, 634]","[493, 503, 775, 720, 702, 528, 561, 199]","[62, 109, 514, 351, 705, 414, 6, 63]","[312, 447, 139, 313, 178, 423, 475, 99]","[479, 149, 534, 67, 409, 263, 349, 305]","[433, 424, 792, 367, 73, 403, 223, 619]","[497, 31, 52, 223, 670, 710, 365, 297]"
181,"[215, 398, 545, 522, 507, 292, 190, 6]","[775, 636, 561, 724, 729, 424, 720, 105]","[553, 229, 792, 667, 559, 414, 36, 384]","[447, 181, 313, 227, 196, 465, 457, 236]","[479, 149, 534, 409, 538, 349, 305, 473]","[792, 784, 67, 285, 146, 170, 477, 751]","[223, 365, 597, 694, 497, 52, 31, 270]"
182,"[215, 522, 398, 417, 507, 545, 651, 252]","[636, 775, 720, 503, 561, 274, 245, 338]","[76, 229, 792, 223, 559, 414, 36, 384]","[324, 196, 156, 383, 227, 480, 358, 229]","[479, 149, 534, 409, 349, 331, 473, 538]","[784, 621, 211, 792, 681, 424, 357, 390]","[223, 365, 646, 497, 31, 297, 190, 161]"
183,"[522, 98, 545, 704, 513, 35, 407, 88]","[636, 729, 338, 274, 260, 331, 561, 471]","[798, 229, 792, 636, 559, 414, 36, 384]","[196, 457, 459, 475, 203, 306, 424, 227]","[515, 479, 598, 564, 331, 149, 62, 409]","[67, 690, 621, 784, 424, 792, 66, 681]","[637, 266, 223, 604, 648, 31, 694, 265]"
184,"[522, 617, 545, 212, 398, 678, 634, 162]","[338, 274, 47, 260, 702, 729, 172, 113]","[212, 70, 226, 504, 242, 414, 36, 78]","[196, 457, 459, 333, 227, 281, 479, 192]","[515, 479, 598, 338, 564, 149, 305, 232]","[367, 369, 405, 208, 420, 449, 792, 270]","[223, 266, 52, 377, 31, 631, 521, 637]"
185,"[522, 545, 364, 247, 683, 208, 372, 704]","[338, 746, 697, 666, 561, 628, 374, 720]","[97, 70, 58, 677, 789, 414, 36, 15]","[196, 573, 457, 459, 174, 144, 227, 181]","[598, 479, 409, 493, 534, 580, 552, 9]","[31, 111, 306, 59, 18, 52, 374, 257]","[223, 266, 31, 377, 521, 52, 710, 699]"
186,"[545, 512, 328, 504, 573, 683, 232, 398]","[331, 199, 561, 404, 122, 255, 666, 260]","[97, 70, 58, 677, 789, 414, 36, 15]","[573, 196, 457, 480, 354, 534, 408, 312]","[598, 9, 75, 570, 479, 124, 534, 494]","[367, 111, 223, 547, 440, 253, 269, 494]","[223, 266, 52, 699, 621, 377, 655, 564]"
187,"[506, 435, 476, 545, 311, 573, 784, 445]","[331, 561, 666, 285, 260, 199, 122, 338]","[97, 70, 58, 629, 789, 414, 36, 15]","[154, 198, 156, 71, 229, 457, 61, 470]","[9, 570, 479, 580, 498, 550, 534, 75]","[223, 67, 367, 31, 230, 231, 725, 514]","[223, 266, 621, 699, 637, 52, 514, 306]"
188,"[784, 476, 506, 545, 369, 484, 394, 194]","[331, 561, 260, 274, 199, 220, 715, 288]","[742, 605, 746, 762, 110, 724, 421, 263]","[198, 180, 457, 206, 229, 567, 153, 140]","[9, 580, 607, 550, 529, 560, 479, 75]","[713, 690, 710, 666, 651, 259, 134, 282]","[266, 117, 223, 52, 646, 637, 621, 377]"
189,"[506, 476, 784, 311, 180, 728, 232, 307]","[331, 561, 741, 274, 705, 199, 459, 47]","[518, 453, 430, 548, 110, 724, 464, 580]","[198, 457, 462, 471, 194, 140, 497, 287]","[529, 501, 550, 479, 508, 494, 762, 689]","[67, 180, 514, 690, 488, 504, 678, 223]","[52, 266, 621, 637, 646, 377, 597, 162]"
190,"[784, 506, 476, 311, 775, 394, 599, 398]","[331, 636, 459, 705, 288, 84, 741, 48]","[407, 747, 285, 267, 232, 54, 683, 520]","[209, 309, 262, 188, 416, 202, 58, 457]","[529, 479, 508, 550, 762, 160, 501, 494]","[690, 700, 622, 636, 514, 431, 652, 228]","[266, 621, 52, 699, 526, 681, 514, 269]"
191,"[476, 506, 218, 311, 217, 442, 465, 398]","[331, 288, 668, 274, 705, 741, 664, 689]","[9, 209, 260, 615, 232, 458, 169, 720]","[457, 176, 362, 407, 58, 241, 371, 349]","[529, 762, 550, 479, 508, 534, 160, 338]","[690, 514, 477, 700, 462, 655, 73, 223]","[266, 699, 377, 621, 681, 526, 36, 37]"
192,"[476, 394, 412, 579, 480, 247, 311, 51]","[331, 263, 288, 705, 274, 741, 651, 424]","[9, 209, 260, 615, 232, 458, 169, 720]","[58, 227, 457, 334, 268, 319, 273, 573]","[529, 550, 479, 762, 508, 534, 160, 338]","[690, 514, 700, 477, 67, 73, 462, 257]","[266, 377, 621, 36, 681, 52, 729, 748]"
193,"[476, 398, 387, 344, 424, 150, 450, 247]","[331, 263, 288, 705, 741, 274, 689, 424]","[310, 754, 690, 319, 8, 317, 697, 204]","[457, 573, 38, 58, 263, 391, 322, 227]","[529, 762, 508, 534, 160, 409, 9, 607]","[514, 690, 700, 691, 632, 792, 432, 477]","[52, 266, 59, 18, 748, 694, 134, 514]"
194,"[406, 361, 429, 398, 476, 247, 753, 637]","[331, 722, 234, 122, 642, 715, 706, 41]","[161, 398, 562, 535, 8, 128, 134, 384]","[457, 573, 529, 58, 290, 171, 108, 160]","[529, 762, 508, 534, 160, 607, 454, 9]","[690, 348, 454, 462, 146, 514, 353, 52]","[266, 374, 662, 236, 522, 723, 62, 265]"
195,"[394, 338, 398, 331, 450, 508, 162, 773]","[331, 722, 122, 224, 524, 264, 636, 234]","[103, 398, 393, 535, 8, 128, 408, 215]","[457, 573, 58, 98, 129, 84, 227, 34]","[529, 762, 160, 9, 508, 402, 349, 174]","[690, 146, 223, 353, 460, 430, 493, 514]","[266, 746, 21, 437, 681, 526, 374, 148]"
196,"[338, 87, 331, 508, 326, 695, 411, 0]","[331, 199, 722, 538, 706, 636, 44, 217]","[103, 398, 393, 535, 8, 128, 408, 215]","[376, 475, 392, 421, 315, 9, 117, 140]","[529, 160, 762, 508, 29, 402, 270, 607]","[514, 146, 690, 367, 353, 625, 792, 493]","[266, 564, 92, 749, 662, 729, 377, 681]"
197,"[695, 487, 331, 338, 353, 539, 361, 450]","[199, 288, 149, 89, 331, 490, 459, 431]","[373, 305, 312, 687, 691, 707, 440, 15]","[71, 175, 227, 136, 376, 421, 87, 333]","[529, 508, 121, 762, 607, 511, 493, 385]","[146, 690, 514, 353, 91, 430, 493, 792]","[377, 266, 265, 681, 662, 748, 166, 374]"
198,"[695, 539, 775, 487, 392, 338, 414, 419]","[149, 288, 68, 199, 171, 333, 161, 636]","[290, 622, 411, 531, 671, 739, 129, 548]","[92, 72, 376, 173, 205, 154, 108, 118]","[762, 338, 450, 331, 689, 480, 487, 280]","[690, 353, 255, 146, 61, 514, 58, 622]","[377, 266, 746, 749, 259, 625, 740, 406]"
199,"[695, 539, 338, 710, 331, 486, 465, 260]","[199, 288, 149, 333, 636, 274, 171, 459]","[290, 622, 411, 531, 671, 739, 129, 548]","[334, 372, 176, 224, 92, 72, 392, 479]","[331, 762, 407, 414, 162, 491, 480, 308]","[690, 493, 353, 367, 146, 171, 514, 622]","[723, 721, 752, 266, 695, 727, 653, 746]"
200,"[539, 505, 338, 173, 331, 475, 411, 729]","[199, 288, 333, 149, 171, 636, 714, 453]","[33, 10, 788, 82, 98, 775, 506, 141]","[108, 296, 92, 72, 460, 397, 390, 475]","[331, 762, 493, 162, 264, 480, 689, 211]","[690, 622, 493, 239, 35, 792, 146, 747]","[752, 721, 266, 641, 701, 746, 368, 312]"
