,fold0_variance,fold0_old_variance
110,"[2834, 511, 1112, 1201, 2347, 2472, 816, 778, 885, 427, 492, 1318, 893, 2228, 2011, 267, 1219, 465, 1925, 23, 1943, 1198, 1253, 3677, 982, 1086, 1084, 77, 1076, 1029, 3359, 799, 673, 364, 956, 198]","[1242, 130, 778, 2587, 1961, 1297, 2406, 1422, 689, 403, 2782, 1065, 1846, 2055, 410, 678, 3012, 1026, 600, 3530, 867, 2148, 2028, 1565, 289, 1625, 2451, 3096, 1921, 2100, 845, 2061, 1039, 274, 2408, 327]"
111,"[62, 465, 778, 2055, 23, 2419, 867, 2834, 1000, 458, 1318, 2662, 812, 610, 1242, 3485, 1231, 1520, 2990, 2566, 1007, 1449, 3200, 1389, 1031, 1254, 1445, 1625, 1987, 3638, 2806, 1437, 2705, 3602, 945, 1544]","[1921, 1565, 130, 1049, 689, 1682, 430, 403, 1058, 1242, 126, 1994, 2990, 1422, 2563, 1953, 778, 2100, 2380, 2603, 849, 678, 859, 1358, 2980, 2298, 3694, 2451, 2028, 1507, 1878, 281, 1002, 1870, 986, 2628]"
112,"[2055, 62, 610, 2782, 368, 23, 1028, 3638, 3714, 1012, 436, 423, 110, 2488, 1843, 799, 3050, 1003, 1892, 1484, 1466, 903, 456, 1101, 1169, 3249, 961, 2085, 826, 1271, 956, 1177, 1507, 2804, 1039, 1176]","[2139, 1004, 403, 430, 2144, 714, 1565, 3682, 1999, 1058, 859, 1154, 395, 1994, 2942, 1065, 1921, 2406, 2888, 2902, 1702, 1002, 2114, 435, 678, 2779, 526, 1167, 1622, 903, 867, 1967, 1078, 778, 1996, 3083]"
113,"[23, 62, 1908, 368, 1231, 198, 2918, 1070, 2028, 3185, 833, 866, 458, 812, 956, 1244, 1214, 267, 281, 1320, 2682, 1898, 298, 436, 2139, 1029, 1735, 1031, 1169, 20, 2126, 423, 644, 849, 1088, 2635]","[1002, 794, 678, 430, 2139, 2406, 535, 1565, 2054, 461, 1702, 1710, 1058, 2247, 654, 366, 2105, 137, 2318, 935, 567, 2298, 859, 2602, 1040, 3005, 867, 526, 2528, 151, 3014, 467, 274, 3217, 2408, 778]"
114,"[479, 458, 62, 1077, 3290, 298, 1029, 23, 956, 92, 380, 1963, 281, 110, 338, 467, 1070, 668, 2408, 2592, 1177, 443, 2533, 694, 1578, 3165, 1648, 799, 1407, 1089, 2753, 1210, 154, 2110, 1620, 1286]","[3014, 2024, 654, 3632, 526, 924, 678, 2406, 2990, 346, 2067, 1242, 302, 868, 2061, 1507, 1422, 1531, 2054, 1512, 2139, 400, 1565, 2728, 2415, 2115, 2520, 498, 885, 799, 274, 92, 2516, 3083, 3682, 867]"
115,"[338, 23, 298, 687, 683, 1029, 281, 458, 1283, 2280, 2349, 479, 1197, 1370, 1250, 267, 214, 1267, 1269, 639, 2999, 1502, 816, 92, 110, 380, 1212, 3003, 1320, 674, 3004, 1122, 1070, 198, 1999, 756]","[1004, 1002, 1422, 678, 2139, 1358, 403, 1512, 3014, 868, 263, 3083, 1507, 1996, 2546, 2240, 2401, 3678, 683, 1665, 338, 1798, 539, 2229, 2942, 1448, 2520, 2990, 2100, 3632, 387, 2105, 3671, 426, 1654, 2036]"
116,"[479, 281, 298, 2994, 338, 968, 198, 368, 683, 20, 816, 644, 1002, 833, 1218, 2349, 724, 40, 1723, 3185, 1385, 1299, 1800, 687, 1029, 1070, 2678, 738, 1197, 249, 820, 3358, 1264, 1608, 147, 3648]","[3014, 1422, 539, 1002, 3128, 23, 1130, 1762, 1358, 2182, 62, 2137, 3632, 968, 263, 392, 800, 137, 843, 1953, 2024, 1411, 3621, 1230, 1448, 2028, 1050, 1796, 986, 678, 1921, 1898, 600, 2759, 1920, 2066]"
117,"[1034, 479, 298, 1014, 995, 368, 3668, 1116, 833, 1451, 20, 968, 281, 498, 2743, 1775, 92, 939, 1816, 3147, 1503, 524, 2463, 1108, 1283, 1206, 1267, 2007, 1340, 3134, 3530, 1790, 1006, 1312, 22, 707]","[2230, 3678, 3014, 3083, 683, 302, 1565, 2663, 2586, 1507, 391, 2643, 539, 218, 600, 1422, 2030, 91, 2628, 281, 1967, 1961, 2166, 512, 1921, 1221, 3679, 1142, 2380, 526, 1435, 2418, 2942, 1358, 1446, 289]"
118,"[110, 298, 1966, 1845, 467, 1798, 263, 92, 687, 897, 2115, 77, 1683, 986, 1469, 1299, 1210, 281, 2547, 236, 2118, 2160, 1271, 1034, 3620, 338, 410, 1252, 1154, 1022, 1221, 1496, 1531, 610, 3480, 1808]","[1358, 1507, 3014, 2182, 355, 2100, 3678, 2290, 1446, 323, 3032, 3083, 526, 281, 1049, 3059, 338, 2602, 1967, 683, 1520, 137, 298, 3037, 856, 364, 539, 2024, 2914, 2406, 145, 392, 1221, 2114, 1644, 1717]"
119,"[2115, 467, 3372, 20, 683, 3326, 2263, 1299, 2055, 78, 2057, 251, 281, 995, 624, 1319, 3193, 498, 1231, 950, 77, 2996, 477, 2292, 1823, 263, 1351, 992, 1665, 1616, 2278, 1744, 2064, 107, 298, 2290]","[1002, 1252, 391, 1446, 600, 2286, 526, 1567, 1507, 3014, 2546, 511, 1265, 1994, 392, 1654, 1659, 2415, 2100, 867, 678, 3083, 2155, 2448, 1599, 3128, 2144, 1825, 1790, 2182, 302, 2489, 1996, 3678, 426, 2054]"
120,"[956, 281, 3225, 915, 709, 800, 2781, 2468, 1269, 2186, 410, 904, 2037, 1002, 154, 2828, 1773, 1638, 338, 1220, 1398, 364, 799, 1231, 363, 408, 1978, 3252, 2937, 230, 893, 1954, 1460, 107, 1402, 529]","[843, 1627, 2906, 3083, 778, 1961, 1994, 612, 2957, 3672, 3014, 62, 274, 1953, 1622, 600, 2025, 512, 2061, 2602, 2054, 1967, 2587, 1252, 1221, 2474, 3012, 2415, 239, 1611, 1222, 1210, 2024, 1411, 220, 2942]"
121,"[323, 281, 380, 1990, 92, 3633, 357, 467, 1029, 498, 1231, 153, 1898, 2788, 298, 3603, 1267, 3118, 98, 711, 251, 177, 995, 1925, 1472, 2325, 1295, 878, 694, 820, 333, 579, 3234, 612, 2115, 508]","[1953, 1994, 1307, 2024, 2497, 3678, 263, 1961, 512, 2587, 1892, 683, 1515, 1411, 2054, 2424, 1999, 403, 1446, 400, 380, 678, 903, 600, 666, 2602, 843, 526, 3585, 426, 778, 467, 1219, 1627, 3083, 302]"
122,"[323, 281, 2073, 3432, 895, 1167, 3273, 683, 159, 612, 1415, 1345, 2702, 298, 1427, 2879, 1267, 467, 1844, 1269, 867, 1242, 1149, 2688, 305, 263, 800, 3303, 1029, 2678, 461, 1639, 2639, 1168, 1281, 2044]","[3014, 778, 1961, 1953, 3138, 150, 1472, 1040, 3678, 1279, 2061, 281, 1252, 1445, 2906, 263, 337, 2100, 499, 683, 400, 1466, 442, 1800, 298, 274, 1018, 539, 1221, 100, 123, 2489, 2114, 267, 467, 2938]"
123,"[323, 467, 3348, 1231, 1121, 2702, 867, 159, 281, 1029, 251, 1415, 3076, 1267, 498, 1278, 1012, 1433, 3121, 98, 2867, 298, 2664, 249, 2869, 1961, 969, 3621, 789, 1255, 3329, 3364, 2676, 305, 2021, 2628]","[1961, 220, 3725, 512, 1221, 3176, 1002, 281, 2036, 526, 403, 2318, 3014, 387, 2232, 274, 1279, 3694, 499, 2252, 2067, 442, 3530, 1920, 1472, 1701, 1169, 612, 1671, 1210, 1284, 2840, 2045, 1608, 2339, 1423]"
124,"[467, 867, 323, 3500, 1307, 1554, 2771, 1318, 3144, 298, 263, 281, 1637, 1146, 128, 687, 1708, 668, 230, 502, 1029, 344, 683, 1737, 1006, 2896, 112, 967, 159, 2867, 2527, 2351, 1014, 2323, 566, 92]","[1961, 512, 3014, 220, 3096, 1411, 3709, 1181, 3555, 3476, 1560, 2587, 499, 1472, 1220, 526, 403, 773, 2782, 1307, 2424, 3411, 3085, 985, 1433, 3128, 1060, 489, 2025, 274, 1417, 778, 647, 289, 1260, 2472]"
125,"[323, 118, 1029, 1231, 1179, 3021, 467, 298, 729, 263, 3458, 3399, 3010, 498, 92, 251, 864, 1014, 477, 1146, 1883, 154, 1214, 159, 1318, 363, 598, 1264, 2588, 1429, 1567, 618, 2594, 368, 852, 338]","[1961, 400, 1659, 1307, 773, 499, 281, 2782, 2054, 123, 3694, 1715, 3678, 439, 220, 512, 403, 683, 218, 1853, 1717, 3085, 2009, 2448, 2042, 92, 3579, 10, 1567, 3718, 1953, 718, 1128, 467, 1417, 1809]"
126,"[467, 3518, 40, 2700, 612, 263, 1694, 1314, 867, 636, 2334, 2557, 323, 1364, 1179, 118, 3551, 2732, 251, 1307, 1029, 344, 992, 3188, 1960, 3449, 498, 668, 593, 2896, 1607, 1238, 1134, 800, 659, 1837]","[499, 2587, 3096, 1961, 403, 1291, 466, 391, 2902, 683, 657, 467, 409, 820, 2528, 718, 1058, 3203, 2045, 1022, 1411, 220, 289, 904, 1430, 1619, 2054, 218, 1002, 1691, 400, 1953, 2914, 1433, 1127, 3128]"
127,"[889, 1134, 263, 1489, 579, 467, 867, 107, 118, 1259, 683, 323, 1358, 2174, 351, 724, 954, 321, 3420, 709, 2240, 575, 238, 687, 3683, 1271, 3754, 2366, 3661, 52, 498, 664, 2595, 581, 1470, 1524]","[499, 1002, 400, 220, 2587, 123, 391, 657, 1430, 10, 1472, 1225, 1954, 2463, 387, 3694, 1411, 773, 467, 2446, 1588, 1961, 3024, 2484, 1953, 1654, 1683, 1491, 2700, 3076, 3203, 2948, 1619, 3648, 3638, 1084]"
128,"[321, 92, 281, 1231, 683, 1797, 462, 3517, 1842, 2183, 1888, 1598, 867, 263, 2129, 985, 2870, 34, 820, 598, 962, 450, 687, 723, 2231, 758, 1275, 969, 467, 895, 1495, 198, 2195, 2260, 22, 217]","[1002, 2036, 1084, 1999, 3725, 778, 23, 338, 465, 3694, 2217, 2068, 867, 2595, 2361, 2362, 220, 1997, 2318, 2017, 1560, 439, 985, 1048, 3657, 2587, 2054, 666, 467, 3678, 1130, 2047, 2840, 2899, 1127, 3530]"
129,"[1231, 867, 1296, 118, 281, 2423, 1593, 467, 159, 612, 683, 34, 752, 849, 2724, 107, 3706, 1006, 820, 1470, 366, 1043, 1245, 1911, 2448, 1275, 321, 579, 1565, 1888, 1503, 1615, 1511, 251, 92, 912]","[683, 3678, 1953, 123, 1999, 2511, 1445, 1446, 1002, 458, 1220, 2061, 3203, 23, 2361, 800, 3076, 3725, 3128, 3555, 3404, 3476, 1870, 220, 2994, 2036, 3190, 1039, 1665, 1230, 1833, 3185, 3052, 2781, 2587, 401]"
130,"[934, 712, 1126, 1231, 1936, 1684, 3169, 464, 1759, 1981, 3725, 3448, 2147, 1122, 1604, 1048, 2042, 744, 789, 2839, 52, 76, 1995, 889, 1638, 968, 938, 3531, 969, 3456, 1060, 2605, 2440, 1503, 2708, 3301]","[1002, 3192, 683, 1445, 92, 220, 458, 1936, 1878, 1961, 1039, 1449, 151, 62, 2283, 3678, 2362, 3203, 3037, 2186, 455, 2005, 662, 1307, 2575, 157, 3273, 2446, 1026, 387, 1703, 1220, 2144, 467, 2054, 2628]"
131,"[2082, 1663, 2470, 92, 912, 1392, 76, 934, 3525, 1050, 1659, 477, 578, 1275, 263, 612, 3069, 439, 3258, 1657, 460, 591, 1122, 746, 1386, 1511, 986, 3385, 1271, 344, 1476, 41, 1651, 1646, 1903, 683]","[62, 683, 355, 3678, 92, 2587, 3203, 612, 1560, 2840, 1445, 467, 1697, 1466, 1239, 1472, 2488, 511, 1142, 1449, 3016, 2937, 3059, 363, 982, 110, 3052, 387, 3582, 2198, 3082, 1588, 1779, 1086, 2050, 2085]"
132,"[683, 13, 800, 2361, 1567, 1970, 1242, 251, 934, 1823, 1422, 1654, 2055, 2709, 3657, 477, 2428, 1502, 1179, 1926, 2905, 1201, 1078, 1238, 40, 1210, 1004, 41, 3274, 1468, 2411, 1354, 460, 1511, 3517, 3573]","[448, 1230, 387, 2710, 2175, 1449, 3203, 1472, 2747, 1220, 1936, 2888, 2628, 92, 1084, 123, 1878, 2263, 3037, 1558, 3096, 1993, 1961, 1086, 3198, 3024, 1809, 982, 2045, 2874, 3200, 467, 2587, 3128, 1510, 2007]"
133,"[2577, 800, 40, 1242, 2813, 1004, 2302, 2472, 1692, 1411, 1797, 597, 2104, 1933, 2923, 338, 1777, 1422, 1221, 3432, 344, 1596, 1942, 13, 2990, 2031, 789, 3543, 1762, 681, 1534, 3458, 2126, 664, 755, 1216]","[1230, 289, 92, 2957, 683, 1220, 3004, 1878, 1870, 1558, 3096, 2888, 2472, 3530, 2278, 1449, 2902, 1169, 2114, 239, 23, 3203, 123, 2213, 1490, 2528, 467, 1466, 1234, 387, 2075, 511, 3560, 868, 1250, 1691]"
134,"[1004, 800, 1132, 3099, 2091, 1415, 683, 2644, 1725, 578, 2545, 1398, 368, 305, 1358, 2318, 41, 1242, 707, 597, 1221, 612, 1724, 3573, 809, 1179, 610, 290, 1230, 2786, 2090, 19, 2118, 40, 2440, 1797]","[92, 895, 123, 3304, 2114, 281, 1878, 76, 868, 157, 2091, 1089, 1250, 1760, 1558, 3203, 2186, 10, 338, 1779, 467, 1230, 1210, 3038, 1773, 746, 2902, 1375, 3682, 2706, 1238, 2045, 593, 657, 1936, 2587]"
135,"[789, 2519, 2710, 107, 1924, 2081, 1743, 1242, 1494, 3212, 2129, 40, 3723, 1220, 2743, 2014, 2352, 452, 1808, 321, 2211, 673, 816, 1693, 92, 2448, 934, 1411, 1313, 1422, 850, 1980, 370, 1210, 1534, 1139]","[110, 618, 2085, 157, 92, 2694, 1697, 2822, 1445, 3684, 1050, 3203, 1375, 123, 1132, 2061, 3621, 1291, 10, 3638, 3494, 3059, 3636, 800, 3147, 1210, 896, 328, 1898, 2243, 696, 1870, 1666, 1038, 3024, 2761]"
136,"[1269, 1825, 92, 40, 1779, 2368, 578, 2783, 2516, 305, 1008, 238, 820, 1539, 2587, 41, 707, 857, 450, 861, 3447, 1572, 1004, 1096, 1002, 1797, 2978, 673, 1275, 1590, 1596, 493, 3457, 3128, 1703, 2627]","[1230, 3179, 666, 1646, 2061, 2440, 1257, 867, 1639, 3725, 2362, 1870, 1878, 2000, 1715, 680, 1390, 1229, 2090, 2888, 1445, 2114, 2883, 809, 2085, 110, 1659, 912, 2186, 3037, 1510, 157, 1912, 986, 2759, 2559]"
137,"[612, 1269, 789, 2821, 1242, 1002, 820, 366, 198, 305, 2605, 92, 1275, 938, 1038, 1004, 52, 3447, 1539, 262, 2081, 2093, 2385, 1981, 3558, 1147, 357, 1058, 1636, 1174, 238, 849, 3234, 2437, 1009, 2856]","[1825, 2782, 1890, 856, 3082, 1008, 2415, 666, 3096, 2563, 572, 1697, 2085, 849, 1284, 1686, 593, 2045, 986, 2114, 657, 1210, 2401, 1086, 1048, 3016, 1250, 3619, 2528, 92, 2350, 2292, 461, 3052, 1433, 2883]"
138,"[612, 1004, 1269, 1608, 944, 1539, 2074, 789, 376, 92, 493, 3666, 1271, 2642, 1279, 1179, 1296, 849, 2235, 1009, 857, 3531, 1262, 41, 934, 1242, 1246, 2150, 1297, 1058, 1002, 1748, 2907, 1724, 1502, 2180]","[657, 1825, 982, 1449, 3569, 1220, 2114, 263, 76, 1996, 1059, 1642, 856, 2511, 1332, 1038, 2618, 1662, 338, 680, 289, 2408, 281, 2362, 820, 1613, 3530, 1782, 2440, 1644, 3179, 1250, 867, 718, 3096, 3426]"
139,"[789, 3297, 1004, 1002, 1242, 76, 1126, 1269, 386, 328, 612, 1930, 147, 1271, 1048, 92, 1692, 2496, 1920, 1386, 2951, 198, 1567, 1884, 3728, 1072, 2968, 2359, 368, 2426, 809, 1539, 777, 2110, 3408, 3533]","[1844, 1636, 2899, 281, 1782, 3038, 755, 2563, 1449, 680, 1588, 867, 673, 1048, 1817, 2782, 1445, 856, 1867, 1691, 3096, 2559, 1427, 2389, 2185, 1665, 267, 3633, 1646, 2918, 92, 1549, 756, 3104, 3095, 3555]"
140,"[789, 1168, 1002, 1004, 815, 597, 849, 1411, 1376, 820, 196, 357, 3533, 712, 744, 76, 1245, 1220, 1539, 1126, 2156, 2074, 1256, 190, 1296, 3473, 2222, 1151, 1130, 1027, 1390, 968, 3573, 1971, 1774, 2469]","[1762, 1449, 465, 572, 3648, 289, 1691, 2185, 1996, 1201, 2789, 1438, 2275, 151, 1048, 2563, 2373, 3052, 849, 1715, 3702, 3555, 281, 1181, 986, 305, 3470, 2822, 2559, 1086, 3504, 789, 1427, 2761, 3670, 1008]"
141,"[597, 41, 789, 1004, 2114, 1257, 1048, 709, 76, 147, 1002, 448, 1202, 366, 190, 2025, 1598, 968, 351, 1201, 2765, 992, 1127, 1756, 3008, 1844, 3739, 792, 694, 1077, 2862, 985, 3747, 3600, 1576, 3465]","[2563, 572, 939, 1715, 2761, 2899, 281, 3179, 160, 1662, 2559, 866, 2684, 3085, 867, 1666, 2275, 3052, 2519, 465, 54, 1048, 23, 1457, 3621, 1086, 2081, 3751, 868, 1870, 1198, 1867, 1445, 1954, 2337, 1691]"
142,"[1004, 597, 76, 1048, 41, 789, 1002, 712, 2519, 1358, 1539, 2146, 1221, 883, 1154, 366, 1768, 1739, 673, 1220, 820, 1943, 3731, 3601, 968, 1201, 1300, 3540, 856, 1375, 681, 1645, 230, 1565, 460, 2269]","[1715, 281, 1048, 2563, 366, 10, 911, 1433, 263, 1662, 572, 3052, 3095, 2782, 1691, 305, 1012, 1510, 289, 1427, 1898, 3648, 1050, 492, 380, 1870, 147, 867, 868, 2822, 2005, 1169, 92, 461, 465, 160]"
143,"[1220, 1004, 366, 597, 2147, 1358, 190, 76, 217, 968, 1250, 2043, 3426, 3408, 820, 1539, 1154, 1277, 3577, 1599, 2163, 2275, 2029, 857, 1297, 1673, 1271, 1086, 598, 2666, 52, 755, 2327, 1275, 1511, 1262]","[3375, 76, 10, 305, 612, 92, 1332, 2779, 1710, 2091, 2758, 2694, 511, 1154, 1066, 985, 1599, 2050, 263, 281, 2337, 2463, 2755, 3606, 2563, 1765, 2718, 107, 2216, 2147, 866, 3670, 2278, 1433, 1657, 1939]"
144,"[899, 712, 597, 1004, 1077, 190, 1539, 1002, 1220, 321, 820, 986, 1297, 3645, 1645, 524, 658, 1499, 366, 1790, 1652, 1642, 3291, 1489, 2432, 1862, 3515, 655, 3075, 1142, 1895, 2079, 1284, 230, 2777, 3636]","[281, 1048, 76, 3684, 1599, 2563, 2161, 1438, 1210, 1257, 1996, 323, 1154, 2743, 79, 3003, 857, 465, 1169, 2147, 263, 2559, 1833, 3649, 1974, 23, 2233, 3605, 1686, 1636, 1332, 1819, 1086, 756, 1541, 789]"
145,"[744, 366, 1002, 1871, 939, 1973, 52, 1004, 1722, 1565, 655, 857, 1553, 1358, 1927, 797, 562, 2133, 1539, 944, 2755, 2371, 662, 3253, 1309, 640, 2864, 982, 2930, 2016, 454, 1275, 1230, 598, 226, 2407]","[3730, 281, 1438, 2559, 1598, 2005, 3375, 2798, 2582, 364, 2782, 100, 1375, 151, 2262, 23, 1457, 820, 1644, 1414, 1210, 160, 465, 1691, 196, 1466, 1934, 2446, 2822, 1599, 34, 1636, 2563, 1028, 107, 2151]"
146,"[1004, 820, 593, 1565, 1069, 1896, 376, 2040, 881, 3648, 1201, 22, 2418, 1297, 1644, 2591, 366, 709, 763, 986, 597, 3637, 1445, 262, 3694, 655, 2165, 1532, 1430, 711, 945, 1715, 198, 1124, 1002, 501]","[3730, 465, 281, 160, 2563, 1599, 100, 3348, 2559, 1438, 364, 263, 1154, 110, 3725, 1086, 1686, 323, 820, 2005, 1715, 23, 508, 1558, 3375, 1433, 2386, 1817, 2333, 943, 1644, 1707, 1028, 423, 107, 857]"
147,"[815, 305, 1507, 1002, 1048, 1142, 3449, 1568, 366, 571, 820, 1077, 857, 1210, 2810, 1865, 795, 2562, 3014, 1409, 1001, 1126, 1281, 1275, 1372, 2045, 738, 1047, 238, 694, 198, 1173, 1902, 368, 1652, 1202]","[2440, 77, 612, 1599, 2493, 511, 323, 2337, 3573, 3668, 856, 2804, 1438, 2339, 3605, 529, 2278, 1591, 1060, 1457, 2798, 2758, 3725, 1439, 1620, 789, 196, 1345, 756, 107, 1442, 3666, 3326, 1706, 3723, 2444]"
148,"[2103, 305, 820, 368, 888, 673, 3539, 1756, 1611, 1202, 1128, 857, 1515, 1002, 147, 856, 1142, 552, 738, 3631, 2426, 684, 674, 1630, 2198, 1435, 264, 3189, 1645, 2036, 439, 730, 3533, 1850, 2404, 815]","[323, 77, 234, 1644, 147, 1439, 1381, 3573, 465, 1966, 285, 1390, 3725, 1598, 1691, 1059, 2563, 915, 1086, 23, 263, 366, 1867, 2440, 2789, 110, 1438, 53, 1599, 1715, 2782, 3052, 305, 3085, 2664, 969]"
149,"[305, 597, 2243, 35, 264, 658, 820, 1002, 1142, 1974, 3415, 857, 1478, 1059, 1501, 856, 22, 893, 3323, 2931, 1291, 733, 552, 786, 1050, 1943, 1781, 1077, 1525, 1973, 839, 1250, 2110, 1688, 1220, 1515]","[323, 77, 1066, 2563, 687, 465, 2440, 110, 3290, 79, 3238, 857, 160, 309, 2883, 1414, 541, 1683, 2068, 1332, 423, 2915, 3011, 1086, 3179, 2867, 612, 1409, 969, 680, 1666, 17, 3052, 1043, 1357, 3642]"
150,"[1317, 305, 820, 2995, 1756, 1256, 76, 857, 1142, 2144, 1410, 1366, 2283, 1768, 2676, 529, 493, 1883, 3083, 1332, 357, 2544, 1201, 598, 462, 2741, 552, 1038, 1449, 1578, 35, 2287, 1467, 1650, 1707, 597]","[323, 77, 1686, 305, 214, 1860, 2938, 2563, 1911, 1715, 2337, 1578, 3592, 711, 465, 309, 2232, 34, 263, 2724, 2723, 1390, 571, 2856, 1210, 128, 455, 3010, 3638, 541, 1636, 2883, 849, 3573, 3350, 2009]"
151,"[305, 2285, 1295, 552, 76, 67, 820, 856, 108, 3352, 1317, 1220, 357, 3153, 3094, 597, 721, 1339, 1059, 2520, 64, 868, 2278, 3442, 2504, 1369, 1386, 839, 3484, 1850, 1002, 1290, 1483, 2718, 1559, 1433]","[323, 3500, 2563, 2055, 305, 2337, 2288, 3052, 3085, 1066, 238, 1860, 1686, 1691, 2440, 214, 423, 2009, 363, 107, 3619, 366, 1800, 3133, 1059, 154, 912, 41, 64, 571, 2862, 1370, 1809, 856, 755, 23]"
152,"[76, 1275, 2083, 705, 22, 3352, 2327, 597, 1059, 733, 357, 1297, 541, 985, 1002, 198, 262, 820, 868, 650, 1487, 1008, 2539, 576, 305, 774, 1900, 19, 3313, 1522, 1564, 1593, 1939, 1210, 1386, 2285]","[1066, 2633, 366, 1997, 2563, 263, 34, 1572, 995, 3052, 1686, 3638, 673, 3642, 707, 680, 198, 789, 2361, 3404, 2548, 1086, 2440, 826, 529, 1963, 1290, 1026, 2262, 2373, 694, 3179, 2938, 1809, 687, 1666]"
153,"[305, 368, 76, 2152, 1002, 1972, 262, 3264, 1275, 2038, 705, 809, 1469, 1230, 1225, 1593, 1717, 2930, 3649, 3597, 238, 3655, 1296, 2041, 529, 1609, 1062, 868, 694, 226, 3715, 1723, 1330, 2099, 559, 985]","[2563, 151, 1691, 79, 755, 34, 2010, 2980, 3500, 3052, 1798, 263, 64, 1819, 733, 1599, 1026, 2366, 3476, 53, 2083, 254, 809, 2409, 3001, 3622, 3217, 2337, 1556, 423, 1648, 1860, 255, 1201, 724, 3364]"
154,"[1764, 2643, 597, 1002, 1942, 493, 2943, 1248, 1275, 1400, 2048, 1210, 368, 883, 305, 3450, 519, 198, 1530, 172, 2284, 262, 1058, 321, 712, 868, 19, 2362, 1281, 1146, 1199, 1911, 1912, 1422, 1958, 705]","[680, 3052, 774, 338, 1581, 1691, 3427, 1556, 1973, 2110, 19, 1906, 1390, 1261, 3005, 41, 529, 1086, 644, 1703, 3270, 305, 3329, 948, 462, 2563, 2104, 3624, 2241, 3185, 3004, 1762, 368, 1439, 2275, 3444]"
155,"[376, 1002, 368, 3534, 1275, 305, 1386, 198, 439, 264, 1230, 2355, 2869, 816, 968, 1937, 590, 1008, 888, 868, 1400, 2149, 1422, 1693, 408, 552, 839, 509, 694, 2896, 1871, 639, 1968, 1058, 740, 477]","[2563, 1390, 3427, 3179, 3005, 23, 2883, 1706, 2155, 1691, 857, 529, 41, 774, 2401, 2813, 3476, 305, 2005, 1620, 3670, 2980, 1398, 1905, 1581, 368, 1860, 1997, 1703, 2337, 3329, 2848, 1599, 1529, 3318, 795]"
156,"[2185, 305, 198, 1143, 590, 3504, 733, 22, 857, 1303, 1873, 328, 1702, 2539, 376, 888, 1476, 2605, 2268, 368, 883, 1764, 3534, 674, 2077, 2672, 668, 2921, 1296, 968, 912, 2151, 798, 3361, 470, 450]","[1390, 23, 2155, 1197, 147, 2758, 3670, 774, 857, 1687, 305, 214, 3052, 737, 366, 2104, 1059, 3574, 3605, 2883, 3323, 3256, 3118, 3005, 1177, 1691, 1398, 2559, 529, 2025, 2261, 352, 789, 439, 1086, 1809]"
157,"[198, 1400, 1143, 815, 3409, 76, 305, 1275, 1142, 590, 376, 893, 2296, 67, 2408, 674, 408, 529, 1807, 1950, 64, 2206, 1399, 1614, 839, 915, 226, 3476, 1124, 3090, 2389, 1480, 1151, 414, 439, 998]","[2559, 214, 23, 1691, 76, 3626, 1933, 774, 1390, 1639, 2390, 305, 1261, 2931, 298, 3179, 2098, 118, 1666, 789, 3476, 1819, 1544, 857, 2025, 1291, 147, 2081, 455, 3409, 2055, 3404, 461, 1059, 239, 3655]"
158,"[305, 368, 815, 1278, 1320, 1138, 850, 335, 3602, 3643, 3681, 948, 1838, 2789, 695, 1, 1142, 2011, 2214, 2848, 861, 1507, 607, 217, 2337, 462, 968, 3434, 1001, 2691, 1737, 450, 261, 1233, 1275, 3743]","[305, 1883, 1686, 662, 2633, 41, 2066, 3005, 1354, 1544, 2978, 2340, 1201, 2104, 3706, 1636, 1439, 1946, 2834, 366, 1968, 1154, 462, 177, 1905, 455, 263, 1541, 3623, 368, 893, 2010, 3375, 1086, 733, 3128]"
159,"[1139, 368, 1612, 262, 529, 1414, 815, 1241, 962, 376, 1806, 1721, 1372, 2220, 968, 462, 740, 139, 1507, 1297, 860, 558, 1469, 61, 379, 1074, 2219, 2070, 217, 477, 509, 1871, 1142, 1645, 3476, 3563]","[2633, 366, 2874, 3476, 1491, 1210, 368, 1059, 1997, 2678, 2495, 789, 177, 1541, 662, 1201, 3005, 2339, 985, 673, 2104, 774, 1182, 3179, 2743, 2183, 2758, 2337, 2099, 1800, 711, 2357, 2110, 2822, 1973, 1291]"
160,"[1095, 368, 495, 485, 529, 1818, 659, 376, 968, 3089, 2532, 2991, 1373, 868, 1139, 3575, 984, 2068, 456, 2750, 1659, 1292, 3079, 88, 1980, 815, 2503, 1618, 1372, 1905, 1645, 3549, 2559, 1663, 1826, 1297]","[3052, 368, 40, 1691, 1578, 789, 366, 2337, 2401, 1666, 2559, 1059, 1646, 2678, 2446, 995, 23, 1798, 1210, 1012, 687, 849, 2874, 2516, 1662, 1146, 691, 1981, 485, 3179, 3085, 1743, 3121, 967, 2284, 3252]"
161,"[368, 968, 3561, 852, 35, 1791, 2943, 376, 1138, 3700, 2291, 531, 3145, 870, 1369, 1137, 495, 1142, 868, 1422, 357, 1750, 2532, 2342, 3089, 1297, 2058, 2771, 1645, 2774, 485, 1099, 888, 3028, 328, 3412]","[1210, 1997, 3621, 2005, 2874, 3052, 3032, 366, 644, 23, 2284, 1691, 2605, 234, 687, 3375, 3179, 1666, 3074, 774, 2633, 1762, 789, 857, 2592, 2559, 2401, 2278, 3221, 1086, 3085, 1544, 1012, 118, 2883, 2203]"
