fac_ui_no,fac_ui_yes,num_age,num_reprate,num_disrate,num_tenure,num_logwage,time,event
1.0,0.0,20.0,0.52,0.208,0.0,5.33754,5,0
0.0,1.0,21.0,0.52,0.208,3.0,5.56068,2,1
0.0,1.0,45.0,0.313,0.125,4.0,6.60394,13,0
0.0,1.0,52.0,0.52,0.208,1.0,5.15906,12,0
0.0,1.0,36.0,0.333,0.133,14.0,6.54247,4,1
0.0,1.0,38.0,2.059,0.824,0.0,2.70805,1,1
0.0,1.0,45.0,0.38,0.152,0.0,6.40853,7,0
0.0,1.0,28.0,0.52,0.208,1.0,5.62762,4,1
0.0,1.0,56.0,0.52,0.208,11.0,5.70711,8,0
1.0,0.0,26.0,0.52,0.208,0.0,5.90536,10,0
0.0,1.0,28.0,0.52,0.208,9.0,5.84932,3,0
0.0,1.0,41.0,0.443,0.177,5.0,6.25575,11,0
1.0,0.0,55.0,0.49,0.245,0.0,5.3799,2,0
0.0,1.0,53.0,0.49,0.245,1.0,5.3799,2,1
0.0,1.0,45.0,0.49,0.245,1.0,5.29832,3,0
0.0,1.0,34.0,0.49,0.245,3.0,5.3799,6,0
1.0,0.0,32.0,0.49,0.245,5.0,5.62762,2,0
0.0,1.0,33.0,0.468,0.234,5.0,5.84932,3,1
1.0,0.0,25.0,0.49,0.245,0.0,5.71703,2,0
0.0,1.0,53.0,0.179,0.09,13.0,6.80793,13,1
1.0,0.0,35.0,0.49,0.245,0.0,4.68213,5,1
1.0,0.0,27.0,0.49,0.245,2.0,5.56068,10,0
0.0,1.0,21.0,0.49,0.245,1.0,5.67332,7,0
0.0,1.0,31.0,0.374,0.187,1.0,6.07304,6,0
0.0,1.0,24.0,0.49,0.245,6.0,5.04986,5,0
0.0,1.0,31.0,0.49,0.245,2.0,5.71703,5,0
0.0,1.0,22.0,0.468,0.234,1.0,5.84932,6,0
0.0,1.0,40.0,0.39,0.195,2.0,6.03309,13,1
0.0,1.0,29.0,0.49,0.245,0.0,5.45104,5,0
1.0,0.0,48.0,0.49,0.245,5.0,5.71703,7,1
1.0,0.0,21.0,0.49,0.245,0.0,5.15906,4,0
0.0,1.0,49.0,0.49,0.245,3.0,5.15906,7,0
0.0,1.0,43.0,0.416,0.208,3.0,5.96615,12,0
0.0,1.0,60.0,0.374,0.187,5.0,6.07304,14,0
1.0,0.0,40.0,0.49,0.245,2.0,5.3799,2,0
1.0,0.0,30.0,0.325,0.163,8.0,6.21261,1,1
0.0,1.0,21.0,0.49,0.245,0.0,5.56068,5,0
0.0,1.0,41.0,0.49,0.245,2.0,5.56068,11,1
0.0,1.0,25.0,0.49,0.245,3.0,5.743,4,0
0.0,1.0,37.0,0.416,0.208,1.0,5.96615,7,0
1.0,0.0,20.0,0.49,0.245,2.0,4.86753,3,1
1.0,0.0,20.0,0.49,0.245,2.0,5.3799,3,1
1.0,0.0,22.0,0.49,0.245,0.0,5.62762,1,1
0.0,1.0,43.0,0.49,0.245,1.0,5.15906,11,1
0.0,1.0,28.0,0.49,0.245,1.0,5.15906,6,1
0.0,1.0,37.0,0.416,0.208,2.0,5.96615,5,1
0.0,1.0,35.0,0.49,0.245,11.0,5.49306,7,1
0.0,1.0,32.0,0.5,0.1,2.0,5.56068,5,0
0.0,1.0,39.0,0.275,0.055,14.0,6.2804,6,0
1.0,0.0,30.0,0.5,0.1,3.0,5.15906,1,1
0.0,1.0,22.0,0.5,0.1,2.0,5.56068,3,0
0.0,1.0,50.0,0.326,0.065,10.0,6.10702,7,0
1.0,0.0,40.0,0.282,0.056,15.0,6.25575,1,1
0.0,1.0,32.0,0.5,0.1,1.0,5.56068,20,0
0.0,1.0,35.0,0.26,0.052,11.0,6.33505,4,0
1.0,0.0,35.0,0.5,0.1,0.0,5.3799,5,1
1.0,0.0,25.0,0.5,0.1,1.0,5.33754,15,0
1.0,0.0,21.0,0.5,0.1,0.0,4.70953,13,0
0.0,1.0,41.0,0.268,0.054,2.0,6.30445,5,0
0.0,1.0,48.0,0.5,0.1,11.0,5.50533,1,1
1.0,0.0,49.0,0.497,0.099,2.0,5.68698,1,1
0.0,1.0,27.0,0.483,0.097,1.0,5.71703,7,1
1.0,0.0,28.0,0.338,0.068,3.0,6.07304,3,1
1.0,0.0,22.0,0.5,0.1,2.0,5.64191,26,0
1.0,0.0,22.0,0.5,0.1,0.0,5.25227,1,1
1.0,0.0,31.0,0.423,0.085,0.0,5.84932,1,1
1.0,0.0,24.0,0.483,0.097,0.0,5.71703,2,1
1.0,0.0,36.0,0.5,0.1,2.0,4.86753,2,1
1.0,0.0,28.0,0.5,0.1,6.0,5.56068,7,1
0.0,1.0,25.0,0.424,0.085,2.0,5.84644,4,0
0.0,1.0,43.0,0.5,0.1,2.0,5.59471,3,1
1.0,0.0,42.0,0.5,0.1,13.0,5.33754,1,1
1.0,0.0,25.0,0.5,0.1,0.0,5.15906,5,0
0.0,1.0,57.0,0.228,0.046,32.0,6.46459,13,0
1.0,0.0,48.0,0.338,0.068,25.0,6.07304,3,0
1.0,0.0,57.0,0.5,0.1,2.0,5.56068,2,0
0.0,1.0,42.0,0.5,0.028,4.0,5.04986,5,1
0.0,1.0,49.0,0.316,0.008,0.0,6.30628,15,1
0.0,1.0,36.0,0.5,0.014,3.0,5.743,1,1
0.0,1.0,23.0,0.5,0.019,1.0,5.45532,2,0
0.0,1.0,60.0,0.455,0.011,10.0,5.94542,13,0
0.0,1.0,34.0,0.5,0.03,6.0,4.96284,7,0
0.0,1.0,31.0,0.5,0.014,3.0,5.71703,7,0
1.0,0.0,22.0,0.5,0.017,4.0,5.56068,1,1
0.0,1.0,22.0,0.5,0.021,1.0,5.33754,11,0
1.0,0.0,34.0,0.5,0.036,3.0,4.79579,2,1
1.0,0.0,56.0,0.5,0.033,0.0,4.86753,3,0
1.0,0.0,49.0,0.5,0.013,1.0,5.84932,6,1
1.0,0.0,45.0,0.16,0.004,3.0,6.98934,2,0
1.0,0.0,24.0,0.5,0.024,0.0,5.20401,1,1
1.0,0.0,31.0,0.4,0.01,6.0,6.07304,1,1
1.0,0.0,24.0,0.333,0.008,4.0,6.25575,1,1
0.0,1.0,31.0,0.267,0.007,0.0,6.47851,3,1
0.0,1.0,31.0,0.5,0.013,0.0,5.84932,7,1
1.0,0.0,35.0,0.5,0.033,15.0,4.86753,1,1
1.0,0.0,39.0,0.5,0.025,2.0,5.15906,3,0
1.0,0.0,21.0,0.5,0.013,0.0,5.84932,1,1
0.0,1.0,20.0,0.5,0.017,1.0,5.56068,2,1
1.0,0.0,24.0,0.5,0.025,0.0,5.15906,3,1
1.0,0.0,31.0,0.5,0.02,0.0,5.3799,5,1
1.0,0.0,47.0,0.5,0.029,4.0,5.02388,1,1
0.0,1.0,35.0,0.333,0.008,6.0,6.25575,5,0
0.0,1.0,38.0,0.248,0.006,7.0,6.55108,5,0
1.0,0.0,32.0,0.4,0.01,3.0,6.07304,1,1
1.0,0.0,50.0,0.5,0.025,0.0,5.15906,2,1
1.0,0.0,21.0,0.5,0.028,0.0,5.04986,3,1
1.0,0.0,24.0,0.5,0.019,0.0,5.45532,2,0
0.0,1.0,28.0,0.381,0.01,0.0,6.12249,1,1
1.0,0.0,38.0,0.5,0.013,5.0,5.78383,2,0
1.0,0.0,35.0,0.2,0.005,2.0,6.76619,26,1
1.0,0.0,26.0,0.32,0.008,2.0,6.29527,1,1
1.0,0.0,20.0,0.5,0.02,0.0,5.3799,1,1
1.0,0.0,40.0,0.5,0.04,0.0,4.68213,3,1
0.0,1.0,42.0,0.5,0.028,1.0,5.04986,5,1
0.0,1.0,37.0,0.5,0.018,2.0,5.49306,4,1
1.0,0.0,43.0,0.444,0.011,1.0,5.96615,1,1
1.0,0.0,30.0,0.5,0.013,0.0,5.84932,2,1
1.0,0.0,21.0,0.5,0.014,1.0,5.7589,1,1
1.0,0.0,40.0,0.231,0.006,5.0,6.62141,1,1
1.0,0.0,43.0,0.5,0.023,0.0,5.25227,2,1
1.0,0.0,28.0,0.5,0.022,0.0,5.28827,1,1
1.0,0.0,29.0,0.5,0.014,0.0,5.75257,2,1
0.0,1.0,21.0,0.6,0.12,3.0,5.3799,7,1
0.0,1.0,42.0,0.6,0.12,0.0,5.84932,6,1
0.0,1.0,40.0,0.455,0.091,4.0,6.19848,9,1
1.0,0.0,32.0,0.6,0.12,1.0,5.3799,2,1
0.0,1.0,32.0,0.272,0.054,1.0,6.71417,4,1
0.0,1.0,44.0,0.258,0.052,5.0,6.76619,17,0
1.0,0.0,21.0,0.6,0.12,0.0,5.33754,2,0
0.0,1.0,44.0,0.471,0.094,6.0,6.16542,7,1
0.0,1.0,61.0,0.344,0.069,17.0,6.47851,10,0
1.0,0.0,38.0,0.369,0.074,4.0,6.40853,4,0
0.0,1.0,56.0,0.6,0.12,12.0,5.3799,8,0
1.0,0.0,57.0,0.6,0.12,9.0,5.81114,1,1
0.0,1.0,43.0,0.516,0.103,12.0,6.07304,2,1
0.0,1.0,44.0,0.134,0.027,5.0,7.41998,2,0
0.0,1.0,26.0,0.516,0.103,4.0,6.07304,13,1
0.0,1.0,45.0,0.134,0.027,2.0,7.41998,11,1
0.0,1.0,59.0,0.573,0.115,2.0,5.96615,7,0
1.0,0.0,27.0,0.527,0.105,0.0,6.05209,1,1
0.0,1.0,35.0,0.516,0.103,5.0,6.07304,11,0
1.0,0.0,21.0,0.6,0.12,1.0,5.47646,2,1
1.0,0.0,24.0,0.6,0.12,0.0,4.86753,2,1
0.0,1.0,53.0,0.358,0.072,4.0,6.43935,6,1
0.0,1.0,59.0,0.6,0.12,0.0,5.66643,8,0
0.0,1.0,46.0,0.258,0.052,8.0,6.76619,11,1
0.0,1.0,42.0,0.6,0.12,2.0,5.62762,4,1
1.0,0.0,39.0,0.561,0.112,0.0,5.98896,7,1
0.0,1.0,37.0,0.143,0.029,2.0,7.35372,5,1
0.0,1.0,59.0,0.538,0.108,6.0,6.03309,4,1
0.0,1.0,59.0,0.6,0.12,1.0,5.84932,3,1
0.0,1.0,42.0,0.6,0.12,2.0,5.79909,2,1
0.0,1.0,33.0,0.581,0.116,1.0,5.95324,5,1
0.0,1.0,27.0,0.6,0.12,0.0,5.15906,9,0
0.0,1.0,39.0,0.206,0.041,2.0,6.98934,3,1
0.0,1.0,44.0,0.461,0.092,5.0,6.18621,22,0
1.0,0.0,38.0,0.5,0.169,19.0,5.16479,1,1
0.0,1.0,43.0,0.326,0.049,5.0,6.40853,2,0
0.0,1.0,44.0,0.5,0.253,0.0,4.76217,5,0
0.0,1.0,52.0,0.5,0.207,12.0,4.96284,3,1
1.0,0.0,29.0,0.5,0.171,2.0,5.15906,3,1
0.0,1.0,40.0,0.5,0.149,1.0,5.29832,7,1
0.0,1.0,31.0,0.5,0.214,3.0,4.93447,2,1
0.0,1.0,37.0,0.5,0.115,2.0,5.55683,4,1
0.0,1.0,37.0,0.5,0.114,1.0,5.56068,3,0
0.0,1.0,39.0,0.5,0.195,18.0,5.02388,27,1
0.0,1.0,22.0,0.5,0.171,0.0,5.15906,15,1
1.0,0.0,40.0,0.5,0.171,0.0,5.15906,2,1
0.0,1.0,56.0,0.5,0.124,15.0,5.47646,20,0
0.0,1.0,32.0,0.5,0.098,9.0,5.71703,7,1
0.0,1.0,31.0,0.5,0.143,0.0,5.33754,8,0
1.0,0.0,28.0,0.285,0.043,4.0,6.54247,1,1
0.0,1.0,34.0,0.5,0.171,12.0,5.15906,14,1
1.0,0.0,40.0,0.415,0.062,2.0,6.16752,3,0
1.0,0.0,37.0,0.5,0.114,1.0,5.56068,1,1
1.0,0.0,61.0,0.456,0.068,12.0,6.07304,1,1
0.0,1.0,46.0,0.456,0.068,0.0,6.07304,13,0
1.0,0.0,20.0,0.5,0.14,1.0,5.36129,5,1
1.0,0.0,60.0,0.5,0.143,1.0,5.33754,1,1
1.0,0.0,32.0,0.456,0.068,1.0,6.07304,13,0
1.0,0.0,39.0,0.119,0.018,2.0,7.41998,1,1
1.0,0.0,39.0,0.5,0.214,0.0,4.93447,7,1
1.0,0.0,40.0,0.5,0.114,1.0,5.56068,1,1
1.0,0.0,41.0,0.5,0.171,0.0,5.15906,1,1
1.0,0.0,27.0,0.5,0.143,1.0,5.33754,1,1
0.0,1.0,44.0,0.5,0.18,3.0,5.10595,5,0
1.0,0.0,31.0,0.5,0.12,6.0,5.3799,1,1
0.0,1.0,57.0,0.5,0.086,0.0,5.71703,13,1
0.0,1.0,26.0,0.442,0.052,2.0,6.21661,2,0
0.0,1.0,43.0,0.5,0.133,0.0,5.273,7,1
1.0,0.0,20.0,0.5,0.15,1.0,5.15906,11,1
0.0,1.0,50.0,0.378,0.045,24.0,6.37161,1,1
0.0,1.0,47.0,0.5,0.06,5.0,6.07304,5,1
0.0,1.0,37.0,0.354,0.042,1.0,6.43775,3,0
1.0,0.0,33.0,0.182,0.021,0.0,7.1025,3,0
0.0,1.0,27.0,0.392,0.046,1.0,6.33505,5,1
1.0,0.0,30.0,0.402,0.047,1.0,6.31173,1,1
0.0,1.0,20.0,0.5,0.125,1.0,5.33754,16,1
0.0,1.0,38.0,0.425,0.05,18.0,6.25575,18,0
0.0,1.0,32.0,0.49,0.058,2.0,6.11147,13,1
1.0,0.0,44.0,0.17,0.02,4.0,7.17166,7,1
1.0,0.0,23.0,0.5,0.12,0.0,5.3799,1,1
0.0,1.0,24.0,0.5,0.08,1.0,5.78383,9,0
0.0,1.0,22.0,0.5,0.094,0.0,5.62762,3,0
1.0,0.0,22.0,0.5,0.15,0.0,5.15906,6,1
0.0,1.0,57.0,0.255,0.03,8.0,6.76619,13,0
0.0,1.0,34.0,0.425,0.05,15.0,6.25575,4,1
0.0,1.0,30.0,0.5,0.083,5.0,5.743,7,1
1.0,0.0,36.0,0.5,0.06,2.0,6.07304,1,1
0.0,1.0,44.0,0.455,0.054,0.0,6.18621,21,0
0.0,1.0,30.0,0.392,0.046,0.0,6.33505,6,0
0.0,1.0,42.0,0.425,0.05,4.0,6.25575,17,0
0.0,1.0,23.0,0.5,0.086,2.0,5.71703,7,0
0.0,1.0,25.0,0.5,0.076,3.0,5.84064,9,1
0.0,1.0,61.0,0.49,0.058,34.0,6.11147,13,0
0.0,1.0,32.0,0.319,0.038,2.0,6.54247,3,1
0.0,1.0,27.0,0.5,0.1,2.0,5.56068,9,1
0.0,1.0,25.0,0.253,0.051,3.0,5.79909,4,0
1.0,0.0,22.0,0.559,0.112,0.0,4.64439,1,1
1.0,0.0,56.0,0.457,0.091,8.0,5.20401,4,1
1.0,0.0,41.0,0.559,0.112,3.0,4.99721,6,1
0.0,1.0,22.0,0.31,0.062,1.0,5.59471,16,1
1.0,0.0,50.0,0.231,0.046,5.0,5.8861,1,1
0.0,1.0,31.0,0.52,0.053,0.0,4.86753,7,1
0.0,1.0,28.0,0.52,0.038,1.0,5.20401,6,1
1.0,0.0,36.0,0.52,0.032,0.0,5.3799,1,1
0.0,1.0,53.0,0.52,0.029,12.0,5.47227,4,0
1.0,0.0,50.0,0.165,0.008,20.0,6.76619,21,0
0.0,1.0,30.0,0.508,0.025,0.0,5.64191,2,0
0.0,1.0,31.0,0.52,0.032,2.0,5.3799,3,0
1.0,0.0,40.0,0.52,0.125,0.0,5.15906,1,1
1.0,0.0,48.0,0.56,0.25,0.0,4.46591,27,1
0.0,1.0,36.0,0.196,0.028,3.0,6.66057,3,1
1.0,0.0,24.0,0.52,0.096,0.0,5.42054,5,1
0.0,1.0,37.0,0.205,0.029,0.0,6.61473,7,0
1.0,0.0,30.0,0.52,0.083,5.0,5.56068,2,1
1.0,0.0,41.0,0.352,0.05,3.0,6.07304,1,1
1.0,0.0,30.0,0.52,0.128,7.0,5.1299,7,1
1.0,0.0,33.0,0.44,0.063,10.0,5.84932,1,1
0.0,1.0,60.0,0.229,0.032,1.0,6.50429,7,1
1.0,0.0,35.0,0.585,0.08,11.0,5.3799,3,1
1.0,0.0,24.0,0.585,0.125,0.0,4.93447,3,1
0.0,1.0,27.0,0.585,0.091,1.0,5.25227,9,0
1.0,0.0,42.0,0.487,0.065,2.0,5.58725,7,1
0.0,1.0,42.0,0.585,0.088,22.0,5.27811,1,1
0.0,1.0,56.0,0.526,0.07,20.0,5.50939,10,0
0.0,1.0,34.0,0.215,0.029,0.0,6.40688,3,0
0.0,1.0,61.0,0.469,0.063,2.0,5.62762,6,0
0.0,1.0,23.0,0.326,0.043,2.0,5.98896,6,0
0.0,1.0,29.0,0.434,0.058,2.0,5.70378,2,1
1.0,0.0,45.0,0.585,0.091,0.0,5.25227,3,1
1.0,0.0,25.0,0.577,0.077,3.0,5.42054,1,1
0.0,1.0,37.0,0.221,0.043,17.0,6.40853,9,1
0.0,1.0,40.0,0.394,0.128,7.0,5.31321,7,1
1.0,0.0,35.0,0.394,0.167,0.0,5.04986,15,1
1.0,0.0,40.0,0.316,0.061,17.0,6.05209,1,1
0.0,1.0,28.0,0.292,0.057,0.0,6.13123,5,1
0.0,1.0,44.0,0.394,0.12,2.0,5.3799,8,1
0.0,1.0,23.0,0.542,0.103,4.0,5.68358,1,1
0.0,1.0,34.0,0.542,0.1,1.0,5.71703,2,1
0.0,1.0,31.0,0.542,0.117,0.0,5.56068,4,0
1.0,0.0,32.0,0.542,0.113,0.0,5.59471,2,1
0.0,1.0,27.0,0.373,0.064,3.0,6.16752,13,0
1.0,0.0,30.0,0.201,0.056,4.0,6.66057,5,0
1.0,0.0,55.0,0.52,0.167,13.0,5.56068,4,1
1.0,0.0,32.0,0.52,0.26,0.0,4.93447,3,1
1.0,0.0,31.0,0.266,0.074,5.0,6.38012,7,0
1.0,0.0,37.0,0.52,0.26,2.0,4.99721,4,0
1.0,0.0,27.0,0.52,0.179,2.0,5.49306,9,0
0.0,1.0,33.0,0.277,0.077,2.0,6.34036,7,1
0.0,1.0,22.0,0.483,0.133,1.0,5.78383,5,1
0.0,1.0,32.0,0.362,0.1,4.0,6.07304,5,1
1.0,0.0,27.0,0.453,0.125,1.0,5.84932,7,1
1.0,0.0,55.0,0.48,0.05,1.0,5.56834,7,0
0.0,1.0,36.0,0.542,0.071,1.0,5.20401,3,0
0.0,1.0,47.0,0.181,0.019,8.0,6.54247,13,1
1.0,0.0,38.0,0.363,0.038,10.0,5.84932,1,1
1.0,0.0,34.0,0.264,0.027,5.0,6.16752,1,1
1.0,0.0,49.0,0.5,0.125,0.0,5.15906,3,1
1.0,0.0,36.0,0.245,0.061,17.0,6.25575,1,1
0.0,1.0,53.0,0.5,0.125,17.0,4.86753,7,0
1.0,0.0,31.0,0.35,0.088,0.0,5.89715,1,1
0.0,1.0,40.0,0.36,0.09,5.0,5.8693,6,1
1.0,0.0,32.0,0.49,0.123,4.0,5.56068,2,1
1.0,0.0,40.0,0.387,0.097,0.0,5.79909,1,1
1.0,0.0,55.0,0.245,0.061,0.0,6.25575,3,1
1.0,0.0,23.0,0.294,0.074,1.0,6.07304,3,1
1.0,0.0,37.0,0.49,0.123,1.0,5.56068,2,1
0.0,1.0,38.0,0.309,0.077,10.0,6.02102,4,1
1.0,0.0,27.0,0.5,0.125,0.0,5.29832,2,0
0.0,1.0,42.0,0.52,0.064,6.0,4.55388,5,0
1.0,0.0,21.0,0.52,0.159,0.0,3.63759,1,1
0.0,1.0,42.0,0.52,0.019,7.0,5.7589,4,0
1.0,0.0,37.0,0.52,0.07,1.0,4.46591,2,1
1.0,0.0,48.0,0.394,0.014,1.0,6.07304,3,1
1.0,0.0,54.0,0.52,0.021,1.0,5.65599,3,1
1.0,0.0,26.0,0.438,0.016,6.0,5.96615,7,1
1.0,0.0,35.0,0.27,0.01,10.0,6.45047,6,0
0.0,1.0,56.0,0.379,0.013,9.0,6.11147,1,1
1.0,0.0,41.0,0.52,0.03,4.0,5.29832,5,1
1.0,0.0,29.0,0.565,0.141,0.0,4.46591,9,0
1.0,0.0,30.0,0.565,0.141,0.0,5.15906,3,1
0.0,1.0,35.0,0.565,0.141,1.0,5.15906,3,1
1.0,0.0,35.0,0.389,0.097,4.0,6.16752,1,1
1.0,0.0,37.0,0.6,0.15,10.0,5.10595,1,1
0.0,1.0,27.0,0.476,0.119,0.0,5.96615,5,1
1.0,0.0,21.0,0.6,0.15,0.0,5.15906,3,0
0.0,1.0,31.0,0.445,0.111,0.0,6.03309,5,1
1.0,0.0,21.0,0.6,0.15,0.0,5.3799,3,1
1.0,0.0,25.0,0.6,0.15,0.0,5.15906,2,1
1.0,0.0,35.0,0.6,0.15,0.0,5.3799,1,1
0.0,1.0,40.0,0.476,0.119,12.0,5.96615,7,0
0.0,1.0,26.0,0.279,0.07,0.0,6.50129,1,1
0.0,1.0,37.0,0.535,0.134,0.0,5.84932,2,1
1.0,0.0,31.0,0.6,0.15,0.0,4.93447,3,1
1.0,0.0,27.0,0.6,0.15,0.0,5.62762,2,1
1.0,0.0,27.0,0.6,0.15,0.0,4.81218,2,1
1.0,0.0,21.0,0.52,0.1,0.0,4.86753,2,0
1.0,0.0,25.0,0.52,0.075,0.0,5.15906,1,1
1.0,0.0,42.0,0.52,0.088,5.0,4.99721,1,1
0.0,1.0,22.0,0.52,0.067,1.0,5.273,4,0
1.0,0.0,38.0,0.453,0.047,1.0,5.62762,1,1
0.0,1.0,41.0,0.331,0.034,0.0,5.94017,2,0
0.0,1.0,45.0,0.52,0.063,2.0,5.33754,14,0
1.0,0.0,44.0,0.18,0.019,1.0,6.55108,4,1
0.0,1.0,35.0,0.181,0.019,2.0,6.54247,9,0
0.0,1.0,29.0,0.378,0.039,2.0,5.80814,9,1
0.0,1.0,31.0,0.264,0.027,5.0,6.16752,5,1
0.0,1.0,27.0,0.52,0.075,0.0,5.15906,3,1
1.0,0.0,50.0,0.65,0.216,2.0,5.56068,1,1
1.0,0.0,34.0,0.65,0.216,2.0,5.69373,1,1
1.0,0.0,29.0,0.65,0.216,0.0,4.86753,4,0
0.0,1.0,44.0,0.458,0.152,11.0,6.11147,15,1
1.0,0.0,27.0,0.529,0.176,0.0,5.96615,1,1
0.0,1.0,30.0,0.5,0.02,12.0,5.3799,7,1
0.0,1.0,46.0,0.446,0.015,2.0,5.64191,13,0
1.0,0.0,30.0,0.5,0.021,0.0,5.33754,2,1
0.0,1.0,35.0,0.29,0.01,0.0,6.07304,4,0
0.0,1.0,40.0,0.5,0.037,1.0,4.76217,14,0
1.0,0.0,38.0,0.414,0.014,6.0,5.71703,3,1
1.0,0.0,56.0,0.251,0.009,1.0,6.21661,3,1
1.0,0.0,30.0,0.5,0.041,0.0,4.65396,7,1
0.0,1.0,49.0,0.5,0.028,3.0,5.04986,9,0
0.0,1.0,40.0,0.553,0.138,1.0,5.3799,12,0
0.0,1.0,55.0,0.42,0.094,8.0,6.07304,5,0
1.0,0.0,57.0,0.257,0.057,0.0,6.56527,1,1
1.0,0.0,43.0,0.35,0.078,3.0,6.25575,4,1
1.0,0.0,38.0,0.553,0.131,0.0,5.743,8,0
0.0,1.0,23.0,0.553,0.138,0.0,5.15906,9,1
0.0,1.0,27.0,0.42,0.094,2.0,6.07304,2,1
0.0,1.0,41.0,0.553,0.138,1.0,5.62762,3,1
1.0,0.0,39.0,0.299,0.119,4.0,6.40853,17,1
0.0,1.0,37.0,0.5,0.2,6.0,5.71703,1,1
0.0,1.0,41.0,0.5,0.2,2.0,5.64545,6,1
1.0,0.0,35.0,0.5,0.2,1.0,5.18178,2,1
0.0,1.0,29.0,0.5,0.2,3.0,5.15906,7,1
0.0,1.0,35.0,0.5,0.2,7.0,5.56068,3,1
0.0,1.0,32.0,0.5,0.2,0.0,5.61677,11,1
1.0,0.0,43.0,0.5,0.2,1.0,5.3799,2,1
0.0,1.0,32.0,0.52,0.083,13.0,5.56068,14,0
0.0,1.0,51.0,0.52,0.1,13.0,5.3799,14,0
0.0,1.0,53.0,0.52,0.089,6.0,5.49306,13,0
1.0,0.0,25.0,0.52,0.125,4.0,5.15906,1,1
1.0,0.0,20.0,0.52,0.156,0.0,4.93447,11,1
1.0,0.0,20.0,0.52,0.185,0.0,4.76217,5,0
1.0,0.0,20.0,0.52,0.125,0.0,5.15906,5,1
1.0,0.0,36.0,0.52,0.117,1.0,5.22575,3,1
0.0,1.0,30.0,0.52,0.071,5.0,5.71703,15,0
1.0,0.0,21.0,0.5,0.15,0.0,5.3799,5,1
0.0,1.0,34.0,0.478,0.143,0.0,5.93225,7,1
1.0,0.0,24.0,0.416,0.125,1.0,6.07304,1,1
0.0,1.0,22.0,0.5,0.15,2.0,5.15906,5,1
0.0,1.0,32.0,0.5,0.15,1.0,5.63479,5,1
0.0,1.0,47.0,0.5,0.15,7.0,5.25227,12,0
1.0,0.0,20.0,0.5,0.15,0.0,5.15906,4,1
1.0,0.0,54.0,0.5,0.15,0.0,4.83628,5,1
0.0,1.0,31.0,0.347,0.104,0.0,6.25575,3,1
1.0,0.0,23.0,0.5,0.15,3.0,5.15906,3,1
1.0,0.0,27.0,0.5,0.15,1.0,5.15906,2,1
1.0,0.0,30.0,0.5,0.15,0.0,5.33754,1,1
1.0,0.0,26.0,0.461,0.092,2.0,5.743,1,1
1.0,0.0,33.0,0.5,0.1,0.0,4.79579,2,0
1.0,0.0,42.0,0.5,0.1,0.0,4.86753,2,1
1.0,0.0,22.0,0.5,0.1,1.0,5.56068,2,1
1.0,0.0,34.0,0.221,0.044,1.0,6.47851,1,1
0.0,1.0,21.0,0.255,0.051,1.0,6.33505,2,0
0.0,1.0,33.0,0.5,0.1,0.0,5.29832,5,0
0.0,1.0,31.0,0.398,0.08,0.0,5.89164,2,0
1.0,0.0,36.0,0.5,0.1,0.0,5.3799,1,1
0.0,1.0,45.0,0.316,0.063,3.0,6.12249,26,0
0.0,1.0,25.0,0.5,0.1,1.0,5.273,2,1
1.0,0.0,56.0,0.305,0.045,1.0,6.18621,3,0
0.0,1.0,38.0,0.428,0.063,2.0,5.84932,10,0
0.0,1.0,43.0,0.428,0.063,1.0,5.84932,1,1
1.0,0.0,30.0,0.57,0.083,3.0,5.56068,1,1
1.0,0.0,36.0,0.285,0.042,16.0,6.25575,1,1
0.0,1.0,42.0,0.222,0.032,5.0,6.50429,2,1
0.0,1.0,41.0,0.518,0.076,12.0,5.65599,5,0
0.0,1.0,27.0,0.285,0.042,1.0,6.25575,5,1
0.0,1.0,60.0,0.52,0.01,14.0,5.19296,3,1
1.0,0.0,38.0,0.52,0.005,0.0,5.78383,6,0
0.0,1.0,50.0,0.39,0.078,15.0,6.2804,13,0
1.0,0.0,25.0,0.533,0.107,2.0,5.96615,19,1
1.0,0.0,46.0,0.6,0.12,3.0,5.56068,2,1
1.0,0.0,46.0,0.6,0.12,2.0,5.04986,7,0
0.0,1.0,58.0,0.48,0.096,14.0,6.07304,10,0
1.0,0.0,28.0,0.6,0.12,1.0,5.84932,1,1
0.0,1.0,59.0,0.48,0.096,2.0,6.07304,5,1
0.0,1.0,40.0,0.6,0.12,4.0,5.29832,7,0
0.0,1.0,30.0,0.6,0.12,3.0,5.84932,2,0
0.0,1.0,51.0,0.5,0.25,2.0,5.3799,12,0
0.0,1.0,37.0,0.351,0.175,9.0,6.16752,6,0
0.0,1.0,28.0,0.322,0.161,0.0,6.25575,14,1
0.0,1.0,41.0,0.5,0.25,12.0,5.3799,5,1
1.0,0.0,22.0,0.5,0.25,0.0,5.273,5,1
1.0,0.0,23.0,0.5,0.25,1.0,5.3799,1,1
1.0,0.0,29.0,0.5,0.25,1.0,5.62762,3,1
1.0,0.0,35.0,0.364,0.073,2.0,5.49306,2,1
1.0,0.0,34.0,0.364,0.073,3.0,5.84932,1,1
1.0,0.0,29.0,0.364,0.073,0.0,5.3799,1,1
1.0,0.0,24.0,0.364,0.073,0.0,5.49306,5,1
1.0,0.0,22.0,0.364,0.073,1.0,5.84932,7,0
0.0,1.0,28.0,0.284,0.057,5.0,6.16752,6,1
